"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000073486","Gm10518","predicted gene 10518 [Source:MGI Symbol;Acc:MGI:3704205]"
"ENSMUSG00000058099","Nfam1","Nfat activating molecule with ITAM motif 1 [Source:MGI Symbol;Acc:MGI:1921289]"
"ENSMUSG00000074739","Gm10750","predicted gene 10750 [Source:MGI Symbol;Acc:MGI:3641996]"
"ENSMUSG00000034384","Barhl2","BarH-like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1859314]"
"ENSMUSG00000000884","Gnb1l","guanine nucleotide binding protein (G protein), beta polypeptide 1-like [Source:MGI Symbol;Acc:MGI:1338057]"
"ENSMUSG00000031303","Map3k15","mitogen-activated protein kinase kinase kinase 15 [Source:MGI Symbol;Acc:MGI:2448588]"
"ENSMUSG00000024286","Ccny","cyclin Y [Source:MGI Symbol;Acc:MGI:1915224]"
"ENSMUSG00000039715","Wdr34","WD repeat domain 34 [Source:MGI Symbol;Acc:MGI:1919070]"
"ENSMUSG00000086028","Gm12243","predicted gene 12243 [Source:MGI Symbol;Acc:MGI:3649716]"
"ENSMUSG00000024644","Cndp2","CNDP dipeptidase 2 (metallopeptidase M20 family) [Source:MGI Symbol;Acc:MGI:1913304]"
"ENSMUSG00000098728","",""
"ENSMUSG00000084421","Gm25107","predicted gene, 25107 [Source:MGI Symbol;Acc:MGI:5454884]"
"ENSMUSG00000021209","Ppp4r4","protein phosphatase 4, regulatory subunit 4 [Source:MGI Symbol;Acc:MGI:1921771]"
"ENSMUSG00000026637","Traf5","TNF receptor-associated factor 5 [Source:MGI Symbol;Acc:MGI:107548]"
"ENSMUSG00000097569","Gm26640","predicted gene, 26640 [Source:MGI Symbol;Acc:MGI:5477134]"
"ENSMUSG00000031449","Atp4b","ATPase, H+/K+ exchanging, beta polypeptide [Source:MGI Symbol;Acc:MGI:88114]"
"ENSMUSG00000069171","Nr2f1","nuclear receptor subfamily 2, group F, member 1 [Source:MGI Symbol;Acc:MGI:1352451]"
"ENSMUSG00000020871","Dlx4","distal-less homeobox 4 [Source:MGI Symbol;Acc:MGI:94904]"
"ENSMUSG00000058349","Tas2r117","taste receptor, type 2, member 117 [Source:MGI Symbol;Acc:MGI:2681242]"
"ENSMUSG00000073601","",""
"ENSMUSG00000063626","Unc5d","unc-5 netrin receptor D [Source:MGI Symbol;Acc:MGI:2389364]"
"ENSMUSG00000048007","",""
"ENSMUSG00000097155","Gm26511","predicted gene, 26511 [Source:MGI Symbol;Acc:MGI:5477005]"
"ENSMUSG00000093114","Gm22696","predicted gene, 22696 [Source:MGI Symbol;Acc:MGI:5452473]"
"ENSMUSG00000063838","1700027J19Rik","CDC42 effector protein (Rho GTPase binding) 5 [Source:MGI Symbol;Acc:MGI:1929745]"
"ENSMUSG00000051758","4930544M13Rik","RIKEN cDNA 4930544M13 gene [Source:MGI Symbol;Acc:MGI:1922411]"
"ENSMUSG00000104681","Gm43001","predicted gene 43001 [Source:MGI Symbol;Acc:MGI:5663138]"
"ENSMUSG00000065315","Gm26064","predicted gene, 26064 [Source:MGI Symbol;Acc:MGI:5455841]"
"ENSMUSG00000026560","Fmo9","flavin containing monooxygenase 9 [Source:MGI Symbol;Acc:MGI:3606068]"
"ENSMUSG00000031326","Cdx4","caudal type homeobox 4 [Source:MGI Symbol;Acc:MGI:88362]"
"ENSMUSG00000062434","Olfr516","olfactory receptor 516 [Source:MGI Symbol;Acc:MGI:3030350]"
"ENSMUSG00000034282","Evpl","envoplakin [Source:MGI Symbol;Acc:MGI:107507]"
"ENSMUSG00000067594","Krt77","keratin 77 [Source:MGI Symbol;Acc:MGI:3588209]"
"ENSMUSG00000038987","Cfap157","cilia and flagella associated protein 157 [Source:MGI Symbol;Acc:MGI:2447809]"
"ENSMUSG00000015943","Bola1","bolA-like 1 (E. coli) [Source:MGI Symbol;Acc:MGI:1916418]"
"ENSMUSG00000021280","Exoc3l4","exocyst complex component 3-like 4 [Source:MGI Symbol;Acc:MGI:1921363]"
"ENSMUSG00000024423","Impact","impact, RWD domain protein [Source:MGI Symbol;Acc:MGI:1098233]"
"ENSMUSG00000062732","Lypd4","Ly6/Plaur domain containing 4 [Source:MGI Symbol;Acc:MGI:2687054]"
"ENSMUSG00000073964","Olfr570","olfactory receptor 570 [Source:MGI Symbol;Acc:MGI:3030404]"
"ENSMUSG00000068888","Lce1i","late cornified envelope 1I [Source:MGI Symbol;Acc:MGI:1923835]"
"ENSMUSG00000108094","Gm31108","predicted gene, 31108 [Source:MGI Symbol;Acc:MGI:5590267]"
"ENSMUSG00000039342","Ankar","ankyrin and armadillo repeat containing [Source:MGI Symbol;Acc:MGI:2442559]"
"ENSMUSG00000086408","Gm11588","predicted gene 11588 [Source:MGI Symbol;Acc:MGI:3650951]"
"ENSMUSG00000042243","BC051665","cDNA sequence BC051665 [Source:MGI Symbol;Acc:MGI:2682300]"
"ENSMUSG00000040479","Dgkz","diacylglycerol kinase zeta [Source:MGI Symbol;Acc:MGI:1278339]"
"ENSMUSG00000057149","Olfr1301","olfactory receptor 1301 [Source:MGI Symbol;Acc:MGI:3031135]"
"ENSMUSG00000097666","A330094K24Rik","RIKEN cDNA A330094K24 gene [Source:MGI Symbol;Acc:MGI:1924343]"
"ENSMUSG00000039629","Strip2","striatin interacting protein 2 [Source:MGI Symbol;Acc:MGI:2444363]"
"ENSMUSG00000033458","Fan1","FANCD2/FANCI-associated nuclease 1 [Source:MGI Symbol;Acc:MGI:3045266]"
"ENSMUSG00000095105","Edaradd","EDAR (ectodysplasin-A receptor)-associated death domain [Source:MGI Symbol;Acc:MGI:1931001]"
"ENSMUSG00000086364","",""
"ENSMUSG00000059040","",""
"ENSMUSG00000097176","Gm26830","predicted gene, 26830 [Source:MGI Symbol;Acc:MGI:5477324]"
"ENSMUSG00000073956","Olfr592","olfactory receptor 592 [Source:MGI Symbol;Acc:MGI:3030426]"
"ENSMUSG00000034714","Ttyh2","tweety family member 2 [Source:MGI Symbol;Acc:MGI:2157091]"
"ENSMUSG00000061589","Dot1l","DOT1-like, histone H3 methyltransferase (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2143886]"
"ENSMUSG00000050395","Tnfsf15","tumor necrosis factor (ligand) superfamily, member 15 [Source:MGI Symbol;Acc:MGI:2180140]"
"ENSMUSG00000079055","Slc8a3","solute carrier family 8 (sodium/calcium exchanger), member 3 [Source:MGI Symbol;Acc:MGI:107976]"
"ENSMUSG00000104600","Dmrt1i","Dmrt1 interacting ncRNA [Source:MGI Symbol;Acc:MGI:4887388]"
"ENSMUSG00000087932","Mir1971","microRNA 1971 [Source:MGI Symbol;Acc:MGI:3837219]"
"ENSMUSG00000039809","Gabbr2","gamma-aminobutyric acid (GABA) B receptor, 2 [Source:MGI Symbol;Acc:MGI:2386030]"
"ENSMUSG00000033454","Zbtb1","zinc finger and BTB domain containing 1 [Source:MGI Symbol;Acc:MGI:2442326]"
"ENSMUSG00000088674","Gm22803","predicted gene, 22803 [Source:MGI Symbol;Acc:MGI:5452580]"
"ENSMUSG00000065030","n-R5s160","nuclear encoded rRNA 5S 160 [Source:MGI Symbol;Acc:MGI:4422024]"
"ENSMUSG00000024083","Pja2","praja 2, RING-H2 motif containing [Source:MGI Symbol;Acc:MGI:2159342]"
"ENSMUSG00000068574","Olfr458","olfactory receptor 458 [Source:MGI Symbol;Acc:MGI:3030292]"
"ENSMUSG00000076604","Igkj1","immunoglobulin kappa joining 1 [Source:MGI Symbol;Acc:MGI:1316689]"
"ENSMUSG00000036223","Ska1","spindle and kinetochore associated complex subunit 1 [Source:MGI Symbol;Acc:MGI:1913718]"
"ENSMUSG00000005949","Ctns","cystinosis, nephropathic [Source:MGI Symbol;Acc:MGI:1932872]"
"ENSMUSG00000079414","",""
"ENSMUSG00000027425","Csrp2bp","cysteine and glycine-rich protein 2 binding protein [Source:MGI Symbol;Acc:MGI:1917264]"
"ENSMUSG00000091985","Gm17354","predicted gene, 17354 [Source:MGI Symbol;Acc:MGI:4936988]"
"ENSMUSG00000100936","Gm28865","predicted gene 28865 [Source:MGI Symbol;Acc:MGI:5579571]"
"ENSMUSG00000099275","Mir8107","microRNA 8107 [Source:MGI Symbol;Acc:MGI:5530837]"
"ENSMUSG00000020078","Vps26a","VPS26 retromer complex component A [Source:MGI Symbol;Acc:MGI:1353654]"
"ENSMUSG00000042215","Bag2","BCL2-associated athanogene 2 [Source:MGI Symbol;Acc:MGI:1891254]"
"ENSMUSG00000017778","Cox7c","cytochrome c oxidase subunit VIIc [Source:MGI Symbol;Acc:MGI:103226]"
"ENSMUSG00000025732","Fam195a","family with sequence similarity 195, member A [Source:MGI Symbol;Acc:MGI:1915491]"
"ENSMUSG00000002250","Ppard","peroxisome proliferator activator receptor delta [Source:MGI Symbol;Acc:MGI:101884]"
"ENSMUSG00000038390","Gpr162","G protein-coupled receptor 162 [Source:MGI Symbol;Acc:MGI:1315214]"
"ENSMUSG00000057967","Fgf18","fibroblast growth factor 18 [Source:MGI Symbol;Acc:MGI:1277980]"
"ENSMUSG00000070821","Olfr1340","olfactory receptor 1340 [Source:MGI Symbol;Acc:MGI:3031174]"
"ENSMUSG00000079509","Zfx","zinc finger protein X-linked [Source:MGI Symbol;Acc:MGI:99211]"
"ENSMUSG00000064659","Gm26131","predicted gene, 26131 [Source:MGI Symbol;Acc:MGI:5455908]"
"ENSMUSG00000017004","Svs5","seminal vesicle secretory protein 5 [Source:MGI Symbol;Acc:MGI:98453]"
"ENSMUSG00000030545","Pex11a","peroxisomal biogenesis factor 11 alpha [Source:MGI Symbol;Acc:MGI:1338788]"
"ENSMUSG00000093497","Gm20713","predicted gene 20713 [Source:MGI Symbol;Acc:MGI:5313160]"
"ENSMUSG00000085932","Gm15556","predicted gene 15556 [Source:MGI Symbol;Acc:MGI:3783005]"
"ENSMUSG00000088232","Gm25429","predicted gene, 25429 [Source:MGI Symbol;Acc:MGI:5455206]"
"ENSMUSG00000022176","Rem2","rad and gem related GTP binding protein 2 [Source:MGI Symbol;Acc:MGI:2155260]"
"ENSMUSG00000034839","Larp6","La ribonucleoprotein domain family, member 6 [Source:MGI Symbol;Acc:MGI:1914807]"
"ENSMUSG00000029387","Gtf2h3","general transcription factor IIH, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1277143]"
"ENSMUSG00000050435","Ube2dnl1","ubiquitin-conjugating enzyme E2D N-terminal like 1 [Source:MGI Symbol;Acc:MGI:3646570]"
"ENSMUSG00000088961","Gm22089","predicted gene, 22089 [Source:MGI Symbol;Acc:MGI:5451866]"
"ENSMUSG00000039230","Tbcd","tubulin-specific chaperone d [Source:MGI Symbol;Acc:MGI:1919686]"
"ENSMUSG00000026482","Rgl1","ral guanine nucleotide dissociation stimulator,-like 1 [Source:MGI Symbol;Acc:MGI:107484]"
"ENSMUSG00000044345","Marveld1","MARVEL (membrane-associating) domain containing 1 [Source:MGI Symbol;Acc:MGI:2147570]"
"ENSMUSG00000062272","Olfr1129","olfactory receptor 1129 [Source:MGI Symbol;Acc:MGI:3030963]"
"ENSMUSG00000020594","Pum2","pumilio RNA-binding family member 2 [Source:MGI Symbol;Acc:MGI:1931751]"
"ENSMUSG00000041115","Iqsec2","IQ motif and Sec7 domain 2 [Source:MGI Symbol;Acc:MGI:3528396]"
"ENSMUSG00000097709","",""
"ENSMUSG00000099229","Gm27383","predicted gene, 27383 [Source:MGI Symbol;Acc:MGI:5530765]"
"ENSMUSG00000028252","Ccnc","cyclin C [Source:MGI Symbol;Acc:MGI:1858199]"
"ENSMUSG00000024935","Slc1a1","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 [Source:MGI Symbol;Acc:MGI:105083]"
"ENSMUSG00000042444","Fam63b","family with sequence similarity 63, member B [Source:MGI Symbol;Acc:MGI:2443086]"
"ENSMUSG00000077755","Gm23531","predicted gene, 23531 [Source:MGI Symbol;Acc:MGI:5453308]"
"ENSMUSG00000040016","Ptger3","prostaglandin E receptor 3 (subtype EP3) [Source:MGI Symbol;Acc:MGI:97795]"
"ENSMUSG00000076333","Mir599","microRNA 599 [Source:MGI Symbol;Acc:MGI:4358945]"
"ENSMUSG00000097675","1700101I11Rik","RIKEN cDNA 1700101I11 gene [Source:MGI Symbol;Acc:MGI:1915180]"
"ENSMUSG00000088907","Gm25437","predicted gene, 25437 [Source:MGI Symbol;Acc:MGI:5455214]"
"ENSMUSG00000064800","Gm24948","predicted gene, 24948 [Source:MGI Symbol;Acc:MGI:5454725]"
"ENSMUSG00000050366","Olfr524","olfactory receptor 524 [Source:MGI Symbol;Acc:MGI:3030358]"
"ENSMUSG00000065041","Gm24044","predicted gene, 24044 [Source:MGI Symbol;Acc:MGI:5453821]"
"ENSMUSG00000088704","Gm25550","predicted gene, 25550 [Source:MGI Symbol;Acc:MGI:5455327]"
"ENSMUSG00000105320","Gm43016","predicted gene 43016 [Source:MGI Symbol;Acc:MGI:5663153]"
"ENSMUSG00000039828","Wdr70","WD repeat domain 70 [Source:MGI Symbol;Acc:MGI:1921020]"
"ENSMUSG00000062142","Olfr569","olfactory receptor 569 [Source:MGI Symbol;Acc:MGI:3030403]"
"ENSMUSG00000020734","Grin2c","glutamate receptor, ionotropic, NMDA2C (epsilon 3) [Source:MGI Symbol;Acc:MGI:95822]"
"ENSMUSG00000021572","Cep72","centrosomal protein 72 [Source:MGI Symbol;Acc:MGI:1921720]"
"ENSMUSG00000096978","Gm26851","predicted gene, 26851 [Source:MGI Symbol;Acc:MGI:5477345]"
"ENSMUSG00000096011","Ifna15","interferon alpha 15 [Source:MGI Symbol;Acc:MGI:3649418]"
"ENSMUSG00000049657","Zbtb5","zinc finger and BTB domain containing 5 [Source:MGI Symbol;Acc:MGI:1924601]"
"ENSMUSG00000076577","Igkv8-30","immunoglobulin kappa chain variable 8-30 [Source:MGI Symbol;Acc:MGI:3642250]"
"ENSMUSG00000108382","4930448A20Rik","RIKEN cDNA 4930448A20 gene [Source:MGI Symbol;Acc:MGI:1921243]"
"ENSMUSG00000105254","Gm42951","predicted gene 42951 [Source:MGI Symbol;Acc:MGI:5663088]"
"ENSMUSG00000106338","Gm43645","predicted gene 43645 [Source:MGI Symbol;Acc:MGI:5663782]"
"ENSMUSG00000020691","Mettl2","methyltransferase like 2 [Source:MGI Symbol;Acc:MGI:1289171]"
"ENSMUSG00000097870","Gm26868","predicted gene, 26868 [Source:MGI Symbol;Acc:MGI:5477362]"
"ENSMUSG00000027072","Prg3","proteoglycan 3 [Source:MGI Symbol;Acc:MGI:1858200]"
"ENSMUSG00000028587","Orc1","origin recognition complex, subunit 1 [Source:MGI Symbol;Acc:MGI:1328337]"
"ENSMUSG00000078006","Gm26301","predicted gene, 26301 [Source:MGI Symbol;Acc:MGI:5456078]"
"ENSMUSG00000028037","Ifi44","interferon-induced protein 44 [Source:MGI Symbol;Acc:MGI:2443016]"
"ENSMUSG00000028952","Zbtb48","zinc finger and BTB domain containing 48 [Source:MGI Symbol;Acc:MGI:2140248]"
"ENSMUSG00000076964","Gm23252","predicted gene, 23252 [Source:MGI Symbol;Acc:MGI:5453029]"
"ENSMUSG00000007029","Vars","valyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:90675]"
"ENSMUSG00000039717","Ralyl","RALY RNA binding protein-like [Source:MGI Symbol;Acc:MGI:1924147]"
"ENSMUSG00000036959","Bcorl1","BCL6 co-repressor-like 1 [Source:MGI Symbol;Acc:MGI:2443910]"
"ENSMUSG00000026726","Cubn","cubilin (intrinsic factor-cobalamin receptor) [Source:MGI Symbol;Acc:MGI:1931256]"
"ENSMUSG00000002413","Braf","Braf transforming gene [Source:MGI Symbol;Acc:MGI:88190]"
"ENSMUSG00000030447","Cyfip1","cytoplasmic FMR1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1338801]"
"ENSMUSG00000088418","Gm26162","predicted gene, 26162 [Source:MGI Symbol;Acc:MGI:5455939]"
"ENSMUSG00000086402","Gm15322","predicted gene 15322 [Source:MGI Symbol;Acc:MGI:3705208]"
"ENSMUSG00000095138","Olfr781","olfactory receptor 781 [Source:MGI Symbol;Acc:MGI:3030615]"
"ENSMUSG00000076882","Traj49","T cell receptor alpha joining 49 [Source:MGI Symbol;Acc:MGI:4440527]"
"ENSMUSG00000039497","Dse","dermatan sulfate epimerase [Source:MGI Symbol;Acc:MGI:2443455]"
"ENSMUSG00000035845","Alg12","asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:2385025]"
"ENSMUSG00000064109","Hcst","hematopoietic cell signal transducer [Source:MGI Symbol;Acc:MGI:1344360]"
"ENSMUSG00000004980","Hnrnpa2b1","heterogeneous nuclear ribonucleoprotein A2/B1 [Source:MGI Symbol;Acc:MGI:104819]"
"ENSMUSG00000077981","Mir466f-3","microRNA 466f-3 [Source:MGI Symbol;Acc:MGI:3718535]"
"ENSMUSG00000049354","Dcaf7","DDB1 and CUL4 associated factor 7 [Source:MGI Symbol;Acc:MGI:1919083]"
"ENSMUSG00000099105","Mir7007","microRNA 7007 [Source:MGI Symbol;Acc:MGI:5531279]"
"ENSMUSG00000079120","AY761185","cDNA sequence AY761185 [Source:MGI Symbol;Acc:MGI:3630303]"
"ENSMUSG00000097767","Miat","myocardial infarction associated transcript (non-protein coding) [Source:MGI Symbol;Acc:MGI:2444886]"
"ENSMUSG00000098716","Gm28033","predicted gene, 28033 [Source:MGI Symbol;Acc:MGI:5531415]"
"ENSMUSG00000096357","Gm25709","predicted gene, 25709 [Source:MGI Symbol;Acc:MGI:5455486]"
"ENSMUSG00000064399","Gm23629","predicted gene, 23629 [Source:MGI Symbol;Acc:MGI:5453406]"
"ENSMUSG00000080370","Gm22952","predicted gene, 22952 [Source:MGI Symbol;Acc:MGI:5452729]"
"ENSMUSG00000001655","Hoxc13","homeobox C13 [Source:MGI Symbol;Acc:MGI:99560]"
"ENSMUSG00000105200","Mir378a","microRNA 378a [Source:MGI Symbol;Acc:MGI:3617791]"
"ENSMUSG00000094637","Vmn1r204","vomeronasal 1 receptor 204 [Source:MGI Symbol;Acc:MGI:3651399]"
"ENSMUSG00000045569","Mc2r","melanocortin 2 receptor [Source:MGI Symbol;Acc:MGI:96928]"
"ENSMUSG00000025738","Fbxl16","F-box and leucine-rich repeat protein 16 [Source:MGI Symbol;Acc:MGI:2448488]"
"ENSMUSG00000021254","Gpatch2l","G patch domain containing 2 like [Source:MGI Symbol;Acc:MGI:1917623]"
"ENSMUSG00000054342","Kcnn4","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 [Source:MGI Symbol;Acc:MGI:1277957]"
"ENSMUSG00000028789","Azin2","antizyme inhibitor 2 [Source:MGI Symbol;Acc:MGI:2442093]"
"ENSMUSG00000032593","Amigo3","adhesion molecule with Ig like domain 3 [Source:MGI Symbol;Acc:MGI:2444854]"
"ENSMUSG00000010721","Lmbr1","limb region 1 [Source:MGI Symbol;Acc:MGI:1861746]"
"ENSMUSG00000073001","Cylc1","cylicin, basic protein of sperm head cytoskeleton 1 [Source:MGI Symbol;Acc:MGI:1914657]"
"ENSMUSG00000088660","Gm25333","predicted gene, 25333 [Source:MGI Symbol;Acc:MGI:5455110]"
"ENSMUSG00000028182","Lrriq3","leucine-rich repeats and IQ motif containing 3 [Source:MGI Symbol;Acc:MGI:1921685]"
"ENSMUSG00000025808","Ccdc7a","coiled-coil domain containing 7A [Source:MGI Symbol;Acc:MGI:1921953]"
"ENSMUSG00000040940","Arhgef1","Rho guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:1353510]"
"ENSMUSG00000065260","Gm23453","predicted gene, 23453 [Source:MGI Symbol;Acc:MGI:5453230]"
"ENSMUSG00000033149","Phldb2","pleckstrin homology like domain, family B, member 2 [Source:MGI Symbol;Acc:MGI:2444981]"
"ENSMUSG00000027956","Tmem144","transmembrane protein 144 [Source:MGI Symbol;Acc:MGI:1917902]"
"ENSMUSG00000075719","Gm23741","predicted gene, 23741 [Source:MGI Symbol;Acc:MGI:5453518]"
"ENSMUSG00000041215","Yeats2","YEATS domain containing 2 [Source:MGI Symbol;Acc:MGI:2447762]"
"ENSMUSG00000027912","Lce1m","late cornified envelope 1M [Source:MGI Symbol;Acc:MGI:1913453]"
"ENSMUSG00000029469","Ift81","intraflagellar transport 81 [Source:MGI Symbol;Acc:MGI:1098597]"
"ENSMUSG00000045629","Sh3tc2","SH3 domain and tetratricopeptide repeats 2 [Source:MGI Symbol;Acc:MGI:2444417]"
"ENSMUSG00000062186","Olfr395","olfactory receptor 395 [Source:MGI Symbol;Acc:MGI:3030229]"
"ENSMUSG00000022203","Efs","embryonal Fyn-associated substrate [Source:MGI Symbol;Acc:MGI:105311]"
"ENSMUSG00000038709","Txndc8","thioredoxin domain containing 8 [Source:MGI Symbol;Acc:MGI:1914652]"
"ENSMUSG00000056656","Apol8","apolipoprotein L 8 [Source:MGI Symbol;Acc:MGI:2444921]"
"ENSMUSG00000022757","Tfg","Trk-fused gene [Source:MGI Symbol;Acc:MGI:1338041]"
"ENSMUSG00000089436","Gm23198","predicted gene, 23198 [Source:MGI Symbol;Acc:MGI:5452975]"
"ENSMUSG00000015837","Sqstm1","sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]"
"ENSMUSG00000085196","Gm14963","predicted gene 14963 [Source:MGI Symbol;Acc:MGI:3705162]"
"ENSMUSG00000021033","Gstz1","glutathione transferase zeta 1 (maleylacetoacetate isomerase) [Source:MGI Symbol;Acc:MGI:1341859]"
"ENSMUSG00000060268","Gm1661","predicted gene 1661 [Source:MGI Symbol;Acc:MGI:2686507]"
"ENSMUSG00000008136","Fhl2","four and a half LIM domains 2 [Source:MGI Symbol;Acc:MGI:1338762]"
"ENSMUSG00000025422","Agap2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:3580016]"
"ENSMUSG00000087570","Gm13647","predicted gene 13647 [Source:MGI Symbol;Acc:MGI:3652030]"
"ENSMUSG00000063715","Olfr816","olfactory receptor 816 [Source:MGI Symbol;Acc:MGI:3030650]"
"ENSMUSG00000018750","Zbtb4","zinc finger and BTB domain containing 4 [Source:MGI Symbol;Acc:MGI:1922830]"
"ENSMUSG00000042448","Hoxd1","homeobox D1 [Source:MGI Symbol;Acc:MGI:96201]"
"ENSMUSG00000022651","Retnlg","resistin like gamma [Source:MGI Symbol;Acc:MGI:2667763]"
"ENSMUSG00000040463","Mybbp1a","MYB binding protein (P160) 1a [Source:MGI Symbol;Acc:MGI:106181]"
"ENSMUSG00000106670","Gm44347","predicted gene, 44347 [Source:MGI Symbol;Acc:MGI:5690739]"
"ENSMUSG00000035745","Grin3b","glutamate receptor, ionotropic, NMDA3B [Source:MGI Symbol;Acc:MGI:2150393]"
"ENSMUSG00000026070","Il18r1","interleukin 18 receptor 1 [Source:MGI Symbol;Acc:MGI:105383]"
"ENSMUSG00000104583","Gm42701","predicted gene 42701 [Source:MGI Symbol;Acc:MGI:5662838]"
"ENSMUSG00000034463","Scara3","scavenger receptor class A, member 3 [Source:MGI Symbol;Acc:MGI:2444418]"
"ENSMUSG00000027167","Elp4","elongator acetyltransferase complex subunit 4 [Source:MGI Symbol;Acc:MGI:1925016]"
"ENSMUSG00000043274","Olfr1123","olfactory receptor 1123 [Source:MGI Symbol;Acc:MGI:3030957]"
"ENSMUSG00000025016","Tm9sf3","transmembrane 9 superfamily member 3 [Source:MGI Symbol;Acc:MGI:1914262]"
"ENSMUSG00000094091","",""
"ENSMUSG00000058669","Nkx2-9","NK2 homeobox 9 [Source:MGI Symbol;Acc:MGI:1270158]"
"ENSMUSG00000079600","Gm17604","predicted gene, 17604 [Source:MGI Symbol;Acc:MGI:4937238]"
"ENSMUSG00000033732","Sf3b3","splicing factor 3b, subunit 3 [Source:MGI Symbol;Acc:MGI:1289341]"
"ENSMUSG00000025375","Aatk","apoptosis-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:1197518]"
"ENSMUSG00000018821","Avpi1","arginine vasopressin-induced 1 [Source:MGI Symbol;Acc:MGI:1916784]"
"ENSMUSG00000067001","Serpinb7","serine (or cysteine) peptidase inhibitor, clade B, member 7 [Source:MGI Symbol;Acc:MGI:2151053]"
"ENSMUSG00000058354","Krt6a","keratin 6A [Source:MGI Symbol;Acc:MGI:1100845]"
"ENSMUSG00000016529","Il10","interleukin 10 [Source:MGI Symbol;Acc:MGI:96537]"
"ENSMUSG00000100850","4930434B07Rik","RIKEN cDNA 4930434B07 gene [Source:MGI Symbol;Acc:MGI:1921223]"
"ENSMUSG00000088083","Gm25339","predicted gene, 25339 [Source:MGI Symbol;Acc:MGI:5455116]"
"ENSMUSG00000095902","Vmn1r88","vomeronasal 1 receptor, 88 [Source:MGI Symbol;Acc:MGI:3852416]"
"ENSMUSG00000095121","Gm23216","predicted gene, 23216 [Source:MGI Symbol;Acc:MGI:5452993]"
"ENSMUSG00000024502","Jakmip2","janus kinase and microtubule interacting protein 2 [Source:MGI Symbol;Acc:MGI:1923467]"
"ENSMUSG00000053184","Spaca3","sperm acrosome associated 3 [Source:MGI Symbol;Acc:MGI:1922872]"
"ENSMUSG00000029577","Ube3b","ubiquitin protein ligase E3B [Source:MGI Symbol;Acc:MGI:1891295]"
"ENSMUSG00000089612","Gm22708","predicted gene, 22708 [Source:MGI Symbol;Acc:MGI:5452485]"
"ENSMUSG00000021116","Eif2s1","eukaryotic translation initiation factor 2, subunit 1 alpha [Source:MGI Symbol;Acc:MGI:95299]"
"ENSMUSG00000003153","Slc2a3","solute carrier family 2 (facilitated glucose transporter), member 3 [Source:MGI Symbol;Acc:MGI:95757]"
"ENSMUSG00000087517","4930577H14Rik","RIKEN cDNA 4930577H14 gene [Source:MGI Symbol;Acc:MGI:1925473]"
