ensembl_gene_id,external_gene_name,"gene_description"
ENSG00000243838,PSMC1P7,"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 7 "
ENSG00000130413,STK33,"serine/threonine kinase 33 "
ENSG00000240567,RP11-3P17.4,""
ENSG00000269888,RP11-3P17.5,""
ENSG00000179083,FAM133A,"family with sequence similarity 133, member A "
ENSG00000234851,RP11-3P17.3,""
ENSG00000240354,RP11-774I5.1,""
ENSG00000241874,TOMM22P6,"translocase of outer mitochondrial membrane 22 homolog (yeast) pseudogene 6 "
ENSG00000131944,C19orf40,"chromosome 19 open reading frame 40 "
ENSG00000078487,ZCWPW1,"zinc finger, CW type with PWWP domain 1 "
ENSG00000154310,TNIK,"TRAF2 and NCK interacting kinase "
ENSG00000104324,CPQ,"carboxypeptidase Q "
ENSG00000154556,SORBS2,"sorbin and SH3 domain containing 2 "
ENSG00000130734,ATG4D,"autophagy related 4D, cysteine peptidase "
ENSG00000176473,WDR25,"WD repeat domain 25 "
ENSG00000008130,NADK,"NAD kinase "
ENSG00000135119,RNFT2,"ring finger protein, transmembrane 2 "
ENSG00000267259,CTD-2008P7.9,""
ENSG00000203480,AC061975.6,""
ENSG00000257949,TEN1,"TEN1 CST complex subunit "
ENSG00000258158,AL662822.13,""
ENSG00000166862,CACNG2,"calcium channel, voltage-dependent, gamma subunit 2 "
ENSG00000266830,CTD-2008P7.8,""
ENSG00000257834,AL662822.9,""
ENSG00000186063,AIDA,"axin interactor, dorsalization associated "
ENSG00000265060,PPY2,"pancreatic polypeptide 2 "
ENSG00000206562,METTL6,"methyltransferase like 6 "
ENSG00000233466,MICC,"MHC class I polypeptide-related sequence C (pseudogene) "
ENSG00000203479,AC061975.5,""
ENSG00000263788,CTD-2008P7.7,""
ENSG00000258146,AL662822.12,""
ENSG00000264486,CTD-2008P7.3,""
ENSG00000223933,TMPOP1,"thymopoietin pseudogene 1 "
ENSG00000260777,CTD-2008P7.1,""
ENSG00000132613,MTSS1L,"metastasis suppressor 1-like "
ENSG00000131711,MAP1B,"microtubule-associated protein 1B "
ENSG00000223412,SUCLA2P1,"succinate-CoA ligase, ADP-forming, beta subunit pseudogene 1 "
ENSG00000147113,CXorf36,"chromosome X open reading frame 36 "
ENSG00000266306,CTD-2008P7.6,""
ENSG00000264029,CTD-2008P7.5,""
ENSG00000265480,KRT18P55,"keratin 18 pseudogene 55 "
ENSG00000227460,SYNGAP1,"synaptic Ras GTPase activating protein 1 "
ENSG00000186854,TRABD2A,"TraB domain containing 2A "
ENSG00000138303,ASCC1,"activating signal cointegrator 1 complex subunit 1 "
ENSG00000165682,CLEC1B,"C-type lectin domain family 1, member B "
ENSG00000100360,IFT27,"intraflagellar transport 27 homolog (Chlamydomonas) "
ENSG00000243044,RP13-526J3.1,""
ENSG00000153140,CETN3,"centrin, EF-hand protein, 3 "
ENSG00000241168,RP11-10O22.1,""
ENSG00000144597,EAF1,"ELL associated factor 1 "
ENSG00000231737,PPP1R10,"protein phosphatase 1, regulatory subunit 10 "
ENSG00000168092,PAFAH1B2,"platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) "
ENSG00000244571,RP11-535I24.2,""
ENSG00000070610,GBA2,"glucosidase, beta (bile acid) 2 "
ENSG00000147202,DIAPH2,"diaphanous-related formin 2 "
ENSG00000198015,MRPL42,"mitochondrial ribosomal protein L42 "
ENSG00000082701,GSK3B,"glycogen synthase kinase 3 beta "
ENSG00000241369,CT64,"cancer/testis antigen 64 (non-protein coding) "
ENSG00000138115,CYP2C8,"cytochrome P450, family 2, subfamily C, polypeptide 8 "
ENSG00000147121,KRBOX4,"KRAB box domain containing 4 "
ENSG00000227703,RANP1,"RAN, member RAS oncogene family pseudogene 1 "
ENSG00000159409,CELF3,"CUGBP, Elav-like family member 3 "
ENSG00000253710,ALG11,"ALG11, alpha-1,2-mannosyltransferase "
ENSG00000150636,CCDC102B,"coiled-coil domain containing 102B "
ENSG00000198131,ZNF544,"zinc finger protein 544 "
ENSG00000257549,AL662822.7,""
ENSG00000267757,C19orf83,"chromosome 19 open reading frame 83 "
ENSG00000137843,PAK6,"p21 protein (Cdc42/Rac)-activated kinase 6 "
ENSG00000257154,AL662822.1,""
ENSG00000131941,RHPN2,"rhophilin, Rho GTPase binding protein 2 "
ENSG00000213030,CGB8,"chorionic gonadotropin, beta polypeptide 8 "
ENSG00000257321,AL662822.4,""
ENSG00000257916,AL662822.10,""
ENSG00000167394,ZNF668,"zinc finger protein 668 "
ENSG00000258022,AL662822.11,""
ENSG00000134516,DOCK2,"dedicator of cytokinesis 2 "
ENSG00000257440,AL662822.6,""
ENSG00000089050,RBBP9,"retinoblastoma binding protein 9 "
ENSG00000156234,CXCL13,"chemokine (C-X-C motif) ligand 13 "
ENSG00000257172,AL662822.3,""
ENSG00000238398,snoU13,"Small nucleolar RNA U13 "
ENSG00000207844,AC061975.8,""
ENSG00000240792,RP11-418B12.1,""
ENSG00000203478,AC061975.4,""
ENSG00000106305,AIMP2,"aminoacyl tRNA synthetase complex-interacting multifunctional protein 2 "
ENSG00000265090,AC104637.1,""
ENSG00000203465,AC061975.2,""
ENSG00000266757,AC092962.1,""
ENSG00000203477,AC061975.3,""
ENSG00000054690,PLEKHH1,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 "
ENSG00000214210,RP11-208P4.1,""
ENSG00000162819,BROX,"BRO1 domain and CAAX motif containing "
ENSG00000253797,UTP14C,"UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast) "
ENSG00000221251,MIR1263,"microRNA 1263 "
ENSG00000167977,KCTD5,"potassium channel tetramerization domain containing 5 "
ENSG00000221755,MIR720,"microRNA 720 "
ENSG00000240563,L1TD1,"LINE-1 type transposase domain containing 1 "
ENSG00000241636,RP11-71H9.2,""
ENSG00000075188,NUP37,"nucleoporin 37kDa "
ENSG00000196337,CGB7,"chorionic gonadotropin, beta polypeptide 7 "
ENSG00000004142,POLDIP2,"polymerase (DNA-directed), delta interacting protein 2 "
ENSG00000233239,HLA-U,"major histocompatibility complex, class I, U (pseudogene) "
ENSG00000135116,HRK,"harakiri, BCL2 interacting protein (contains only BH3 domain) "
ENSG00000225114,HCG4P5,"HLA complex group 4 pseudogene 5 "
ENSG00000010310,GIPR,"gastric inhibitory polypeptide receptor "
ENSG00000234849,HLA-W,"major histocompatibility complex, class I, W (pseudogene) "
ENSG00000241945,PWP2,"PWP2 periodic tryptophan protein homolog (yeast) "
ENSG00000237344,PBX2,"pre-B-cell leukemia homeobox 2 "
ENSG00000226713,MICD,"MHC class I polypeptide-related sequence D (pseudogene) "
ENSG00000138175,ARL3,"ADP-ribosylation factor-like 3 "
ENSG00000197168,NEK5,"NIMA-related kinase 5 "
ENSG00000234313,HCG9,"HLA complex group 9 (non-protein coding) "
ENSG00000100362,PVALB,"parvalbumin "
ENSG00000228458,DDX39BP2,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B pseudogene 2 "
ENSG00000231719,MCCD1P2,"mitochondrial coiled-coil domain 1 pseudogene 2 "
ENSG00000078369,GNB1,"guanine nucleotide binding protein (G protein), beta polypeptide 1 "
ENSG00000232748,ZNF668,"Uncharacterized protein, ZNF668 protein  "
ENSG00000251192,ZNF674,"zinc finger protein 674 "
ENSG00000225618,NCRNA00171,""
ENSG00000225950,NTF4,"neurotrophin 4 "
ENSG00000100034,PPM1F,"protein phosphatase, Mg2+/Mn2+ dependent, 1F "
ENSG00000172382,PRSS27,"protease, serine 27 "
ENSG00000264472,RP11-861L17.3,"Uncharacterized protein  "
ENSG00000121057,AKAP1,"A kinase (PRKA) anchor protein 1 "
ENSG00000170835,CEL,"carboxyl ester lipase "
ENSG00000132854,KANK4,"KN motif and ankyrin repeat domains 4 "
ENSG00000167395,ZNF646,"zinc finger protein 646 "
ENSG00000166986,MARS,"methionyl-tRNA synthetase "
ENSG00000200379,RN7SKP45,"RNA, 7SK small nuclear pseudogene 45 "
ENSG00000200238,RNA5SP133,"RNA, 5S ribosomal pseudogene 133 "
ENSG00000256632,RP13-672B3.2,"Uncharacterized protein  "
ENSG00000240198,ARHGEF3-AS1,"ARHGEF3 antisense RNA 1 "
ENSG00000206052,DOK6,"docking protein 6 "
ENSG00000104848,KCNA7,"potassium voltage-gated channel, shaker-related subfamily, member 7 "
ENSG00000272202,RP11-157F20.3,""
ENSG00000229863,RP11-157F20.1,""
ENSG00000238905,snoU13,"Small nucleolar RNA U13 "
ENSG00000005882,PDK2,"pyruvate dehydrogenase kinase, isozyme 2 "
ENSG00000212392,Y_RNA,"Y RNA "
ENSG00000227025,HCG4P3,"HLA complex group 4 pseudogene 3 "
ENSG00000206918,RNU6-1181P,"RNA, U6 small nuclear 1181, pseudogene "
ENSG00000196151,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1 "
ENSG00000239831,RNF7P1,"ring finger protein 7 pseudogene 1 "
ENSG00000226111,MRPS18B,"mitochondrial ribosomal protein S18B "
ENSG00000237186,RP11-229A12.2,""
ENSG00000202428,RNU6-108P,"RNA, U6 small nuclear 108, pseudogene "
ENSG00000152214,RIT2,"Ras-like without CAAX 2 "
ENSG00000247077,PGAM5,"phosphoglycerate mutase family member 5 "
ENSG00000234074,HLA-J,"major histocompatibility complex, class I, J (pseudogene) "
ENSG00000206815,RNU6-483P,"RNA, U6 small nuclear 483, pseudogene "
ENSG00000100365,NCF4,"neutrophil cytosolic factor 4, 40kDa "
ENSG00000272146,RP11-755B10.4,""
ENSG00000054983,GALC,"galactosylceramidase "
ENSG00000147119,CHST7,"carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7 "
ENSG00000164099,PRSS12,"protease, serine, 12 (neurotrypsin, motopsin) "
ENSG00000210841,RNU6ATAC26P,"RNA, U6atac small nuclear 26, pseudogene "
ENSG00000239801,RP11-755B10.2,""
ENSG00000112964,GHR,"growth hormone receptor "
ENSG00000241933,RP11-755B10.3,""
ENSG00000138767,CNOT6L,"CCR4-NOT transcription complex, subunit 6-like "
ENSG00000223192,Y_RNA,"Y RNA "
ENSG00000270772,RP11-332H21.2,""
ENSG00000213509,PPIAP16,"peptidylprolyl isomerase A (cyclophilin A) pseudogene 16 "
ENSG00000060237,WNK1,"WNK lysine deficient protein kinase 1 "
ENSG00000139220,PPFIA2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 "
ENSG00000262560,RP11-296A16.1,""
ENSG00000244161,FLNB-AS1,"FLNB antisense RNA 1 "
ENSG00000149577,SIDT2,"SID1 transmembrane family, member 2 "
ENSG00000197520,FAM177B,"family with sequence similarity 177, member B "
ENSG00000273493,RP11-80H18.4,""
ENSG00000065923,SLC9A7,"solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7 "
ENSG00000272182,RP11-802O23.3,""
ENSG00000272360,RP11-359I18.5,""
ENSG00000236722,RP11-359I18.1,""
ENSG00000243384,RP11-475O23.2,""
ENSG00000259288,RP11-133K1.2,"Uncharacterized protein  "
ENSG00000126351,THRA,"thyroid hormone receptor, alpha "
ENSG00000244383,RP11-475O23.3,""
ENSG00000163481,RNF25,"ring finger protein 25 "
ENSG00000221990,C5orf55,"chromosome 5 open reading frame 55 "
ENSG00000166436,TRIM66,"tripartite motif containing 66 "
ENSG00000242428,RP11-147N17.1,""
ENSG00000206561,COLQ,"collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase "
ENSG00000169885,CALML6,"calmodulin-like 6 "
ENSG00000136098,NEK3,"NIMA-related kinase 3 "
ENSG00000243295,CTD-2185K10.1,""
ENSG00000104852,SNRNP70,"small nuclear ribonucleoprotein 70kDa (U1) "
ENSG00000101310,SEC23B,"Sec23 homolog B (S. cerevisiae) "
ENSG00000243903,RP11-285B24.1,""
ENSG00000242545,RP11-719N22.2,""
ENSG00000107185,RGP1,"RGP1 retrograde golgi transport homolog (S. cerevisiae) "
ENSG00000241804,RP11-719N22.1,""
ENSG00000176753,C15orf56,"chromosome 15 open reading frame 56 "
ENSG00000129347,KRI1,"KRI1 homolog (S. cerevisiae) "
ENSG00000240097,RP11-641C17.4,""
ENSG00000160221,C21orf33,"chromosome 21 open reading frame 33 "
ENSG00000232407,RP11-641C17.2,""
ENSG00000268927,FLJ00418,""
ENSG00000154309,DISP1,"dispatched homolog 1 (Drosophila) "
ENSG00000187833,C2orf78,"chromosome 2 open reading frame 78 "
ENSG00000225673,RP11-641C17.3,""
ENSG00000244183,RP11-641C17.1,""
ENSG00000212211,U3,"Small nucleolar RNA U3 "
ENSG00000258321,AL662822.14,""
ENSG00000223827,XXbac-BPG249D20.9,""
ENSG00000250506,CDK3,"cyclin-dependent kinase 3 "
ENSG00000168172,HOOK3,"hook microtubule-tethering protein 3 "
ENSG00000257713,AL662822.8,""
ENSG00000231122,FAM25E,"family with sequence similarity 25, member E "
ENSG00000257160,AL662822.2,""
ENSG00000180104,EXOC3,"exocyst complex component 3 "
ENSG00000257393,AL662822.5,""
ENSG00000132872,SYT4,"synaptotagmin IV "
ENSG00000145388,METTL14,"methyltransferase like 14 "
ENSG00000178821,TMEM52,"transmembrane protein 52 "
ENSG00000258030,AL662825.1,""
ENSG00000266362,hsa-mir-877,"hsa-mir-877 "
ENSG00000265548,AL662825.2,""
ENSG00000225453,PTMAP1,"prothymosin, alpha pseudogene 1 (gene sequence 26) "
ENSG00000167978,SRRM2,"serine/arginine repetitive matrix 2 "
ENSG00000162607,USP1,"ubiquitin specific peptidase 1 "
ENSG00000256861,RP11-512M8.5,"Uncharacterized protein  "
ENSG00000204657,OR2H2,"olfactory receptor, family 2, subfamily H, member 2 "
ENSG00000103043,VAC14,"Vac14 homolog (S. cerevisiae) "
ENSG00000266702,AL732442.1,""
ENSG00000180543,TSPYL5,"TSPY-like 5 "
ENSG00000235342,RPL7P4,"ribosomal protein L7 pseudogene 4 "
ENSG00000236766,MDC1-AS1,"MDC1 antisense RNA 1 "
ENSG00000215183,MSMP,"microseminoprotein, prostate associated "
ENSG00000148429,USP6NL,"USP6 N-terminal like "
ENSG00000102218,RP2,"retinitis pigmentosa 2 (X-linked recessive) "
ENSG00000149499,EML3,"echinoderm microtubule associated protein like 3 "
ENSG00000186472,PCLO,"piccolo presynaptic cytomatrix protein "
ENSG00000156398,SFXN2,"sideroflexin 2 "
ENSG00000140264,SERF2,"small EDRK-rich factor 2 "
ENSG00000187554,TLR5,"toll-like receptor 5 "
ENSG00000138430,OLA1,"Obg-like ATPase 1 "
ENSG00000100038,TOP3B,"topoisomerase (DNA) III beta "
ENSG00000241767,RP11-71H9.1,""
ENSG00000125743,SNRPD2,"small nuclear ribonucleoprotein D2 polypeptide 16.5kDa "
ENSG00000200052,Y_RNA,"Y RNA "
ENSG00000239205,RP11-747D18.1,""
ENSG00000139719,VPS33A,"vacuolar protein sorting 33 homolog A (S. cerevisiae) "
ENSG00000100368,CSF2RB,"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) "
ENSG00000244128,RP11-85M11.2,""
ENSG00000124356,STAMBP,"STAM binding protein "
ENSG00000142609,C1orf222,"chromosome 1 open reading frame 222 "
ENSG00000147649,MTDH,"metadherin "
ENSG00000178796,RIIAD1,"regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1 "
ENSG00000204904,CXorf31,"chromosome X open reading frame 31 "
ENSG00000150938,CRIM1,"cysteine rich transmembrane BMP regulator 1 (chordin-like) "
ENSG00000235764,ETF1P1,"eukaryotic translation termination factor 1 pseudogene 1 "
ENSG00000265988,CR753815.2,""
ENSG00000232510,TRIM31-AS1,"TRIM31 antisense RNA 1 "
ENSG00000265138,SNORA48,"Small nucleolar RNA SNORA48 "
ENSG00000225109,PAIP1P1,"poly(A) binding protein interacting protein 1 pseudogene 1 "
ENSG00000174989,FBXW8,"F-box and WD repeat domain containing 8 "
ENSG00000159899,NPR2,"natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B) "
ENSG00000241053,HCG17,"HLA complex group 17 (non-protein coding) "
ENSG00000102221,JADE3,"jade family PHD finger 3 "
ENSG00000011478,QPCTL,"glutaminyl-peptide cyclotransferase-like "
ENSG00000225659,TRIM26BP,"tripartite motif containing 26B, pseudogene "
ENSG00000136114,THSD1,"thrombospondin, type I, domain containing 1 "
ENSG00000241166,HLA-L,"major histocompatibility complex, class I, L (pseudogene) "
ENSG00000176105,YES1,"v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 "
ENSG00000169288,MRPL1,"mitochondrial ribosomal protein L1 "
ENSG00000224705,HCG18,"HLA complex group 18 (non-protein coding) "
ENSG00000240510,AL589765.1,"Uncharacterized protein, cDNA FLJ36032 fis, clone TESTI2017069  "
ENSG00000104863,LIN7B,"lin-7 homolog B (C. elegans) "
ENSG00000160271,RALGDS,"ral guanine nucleotide dissociation stimulator "
ENSG00000143502,SUSD4,"sushi domain containing 4 "
ENSG00000176915,ANKLE2,"ankyrin repeat and LEM domain containing 2 "
ENSG00000235658,ATAT1,"alpha tubulin acetyltransferase 1 "
ENSG00000242178,MTND4P17,"MT-ND4 pseudogene 17 "
ENSG00000204655,MOG,"myelin oligodendrocyte glycoprotein "
ENSG00000269417,AC022210.1,""
ENSG00000204366,ZBTB12,"zinc finger and BTB domain containing 12 "
ENSG00000185264,TEX33,"testis expressed 33 "
ENSG00000240084,RP11-12N13.6,""
ENSG00000266119,Y_RNA,"Y RNA "
ENSG00000167549,CORO6,"coronin 6 "
ENSG00000137841,PLCB2,"phospholipase C, beta 2 "
ENSG00000263728,RN7SL579P,"RNA, 7SL, cytoplasmic 579, pseudogene "
ENSG00000034510,TMSB10,"thymosin beta 10 "
ENSG00000240824,MTND3P7,"MT-ND3 pseudogene 7 "
ENSG00000139874,SSTR1,"somatostatin receptor 1 "
ENSG00000136100,VPS36,"vacuolar protein sorting 36 homolog (S. cerevisiae) "
ENSG00000242456,RP11-12N13.4,""
ENSG00000242326,RP11-12N13.2,""
ENSG00000035928,RFC1,"replication factor C (activator 1) 1, 145kDa "
ENSG00000166441,RPL27A,"ribosomal protein L27a "
ENSG00000130988,RGN,"regucalcin "
ENSG00000176435,CLEC14A,"C-type lectin domain family 14, member A "
ENSG00000151006,PRSS53,"protease, serine, 53 "
ENSG00000256660,CLEC12B,"C-type lectin domain family 12, member B "
ENSG00000150637,CD226,"CD226 molecule "
ENSG00000126368,NR1D1,"nuclear receptor subfamily 1, group D, member 1 "
ENSG00000141433,ADCYAP1,"adenylate cyclase activating polypeptide 1 (pituitary) "
ENSG00000224641,HCG20,"HLA complex group 20 (non-protein coding) "
ENSG00000108556,CHRNE,"cholinergic receptor, nicotinic, epsilon (muscle) "
ENSG00000187730,GABRD,"gamma-aminobutyric acid (GABA) A receptor, delta "
ENSG00000236006,LINC00243,"long intergenic non-protein coding RNA 243 "
ENSG00000125821,DTD1,"D-tyrosyl-tRNA deacylase 1 "
ENSG00000150961,SEC24D,"SEC24 family member D "
ENSG00000146242,TPBG,"trophoblast glycoprotein "
ENSG00000215837,SDHAP2,"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 2 "
ENSG00000128311,TST,"thiosulfate sulfurtransferase (rhodanese) "
ENSG00000169442,CD52,"CD52 molecule "
ENSG00000255439,RP11-196G11.1,"Uncharacterized protein  "
ENSG00000176407,KCMF1,"potassium channel modulatory factor 1 "
ENSG00000086232,EIF2AK1,"eukaryotic translation initiation factor 2-alpha kinase 1 "
ENSG00000143436,MRPL9,"mitochondrial ribosomal protein L9 "
ENSG00000115415,STAT1,"signal transducer and activator of transcription 1, 91kDa "
ENSG00000206445,ATP6V1G2,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2 "
ENSG00000104341,LAPTM4B,"lysosomal protein transmembrane 4 beta "
ENSG00000267913,AP001055.1,""
ENSG00000188234,AGAP4,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4 "
ENSG00000076650,GPATCH1,"G patch domain containing 1 "
ENSG00000197992,CLEC9A,"C-type lectin domain family 9, member A "
ENSG00000069482,GAL,"galanin/GMAP prepropeptide "
ENSG00000166796,LDHC,"lactate dehydrogenase C "
ENSG00000205710,C17orf107,"chromosome 17 open reading frame 107 "
ENSG00000243649,CFB,"complement factor B "
ENSG00000149443,C20orf78,"chromosome 20 open reading frame 78 "
ENSG00000167397,VKORC1,"vitamin K epoxide reductase complex, subunit 1 "
ENSG00000160223,ICOSLG,"inducible T-cell co-stimulator ligand "
ENSG00000231522,XXbac-BPG27H4.8,""
ENSG00000118420,UBE3D,"ubiquitin protein ligase E3D "
ENSG00000120833,SOCS2,"suppressor of cytokine signaling 2 "
ENSG00000100934,SEC23A,"Sec23 homolog A (S. cerevisiae) "
ENSG00000265903,RN7SKP138,"RNA, 7SK small nuclear pseudogene 138 "
ENSG00000132631,SCP2D1,"SCP2 sterol-binding domain containing 1 "
ENSG00000139131,YARS2,"tyrosyl-tRNA synthetase 2, mitochondrial "
ENSG00000224360,DDR1-AS1,"DDR1 antisense RNA 1 (head to head) "
ENSG00000147123,NDUFB11,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa "
ENSG00000176092,AIM1L,"absent in melanoma 1-like "
ENSG00000135940,COX5B,"cytochrome c oxidase subunit Vb "
ENSG00000177051,FBXO46,"F-box protein 46 "
ENSG00000248487,ABHD14A,"abhydrolase domain containing 14A "
ENSG00000206440,NFKBIL1,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1 "
ENSG00000178395,C1orf65,"chromosome 1 open reading frame 65 "
ENSG00000231956,HNRNPA1P9,"heterogeneous nuclear ribonucleoprotein A1 pseudogene 9 "
ENSG00000159692,CTBP1,"C-terminal binding protein 1 "
ENSG00000207650,MIR570,"microRNA 570 "
ENSG00000103363,TCEB2,"transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) "
ENSG00000128309,MPST,"mercaptopyruvate sulfurtransferase "
ENSG00000223783,AC124944.5,""
ENSG00000238587,snoU13,"Small nucleolar RNA U13 "
ENSG00000254003,CTB-167B5.1,""
ENSG00000237452,AC074212.3,"Uncharacterized protein  "
ENSG00000166192,SENP8,"SUMO/sentrin specific peptidase family member 8 "
ENSG00000235836,AC124944.4,""
ENSG00000269545,CTD-3138B18.4,"Uncharacterized protein  "
ENSG00000224614,TNK2-AS1,"TNK2 antisense RNA 1 "
ENSG00000004866,ST7,"suppression of tumorigenicity 7 "
ENSG00000228113,AC003991.3,""
ENSG00000226155,AC124944.3,""
ENSG00000198964,SGMS1,"sphingomyelin synthase 1 "
ENSG00000185245,GP1BA,"glycoprotein Ib (platelet), alpha polypeptide "
ENSG00000228267,C4B,"complement component 4B (Chido blood group) "
ENSG00000083842,ZNF8,"Zinc finger protein 8  "
ENSG00000168438,CDC40,"cell division cycle 40 "
ENSG00000273009,RP11-352G9.1,""
ENSG00000266730,RN7SL773P,"RNA, 7SL, cytoplasmic 773, pseudogene "
ENSG00000239122,RNU2-11P,"RNA, U2 small nuclear 11, pseudogene "
ENSG00000236515,ZBTB9,"zinc finger and BTB domain containing 9 "
ENSG00000231443,AC024937.6,""
ENSG00000260261,RP11-480A16.1,""
ENSG00000177045,SIX5,"SIX homeobox 5 "
ENSG00000257778,AL390196.1,""
ENSG00000188242,CTD-2228K2.5,"Uncharacterized protein  "
