"ENSG00000215405","NM_001145004","GOLGA6L6"
"ENSG00000196932","NM_178505","TMEM26"
"ENSG00000169019","NM_017845","COMMD8"
"ENSG00000181038","NM_001206985","METTL23"
"ENSG00000181038","NM_001206986","METTL23"
"ENSG00000181038","NM_001206987","METTL23"
"ENSG00000145220","NM_017816","LYAR"
"ENSG00000186197","NM_145861","EDARADD"
"ENSG00000137976","NM_058248","DNASE2B"
"ENSG00000181038","NM_001206984","METTL23"
"ENSG00000145220","NM_001145725","LYAR"
"ENSG00000186197","NM_080738","EDARADD"
"ENSG00000156395","NM_014978","SORCS3"
"ENSG00000135069","NM_021154","PSAT1"
"ENSG00000140506","NM_021819","LMAN1L"
"ENSG00000188033","NM_020714","ZNF490"
"ENSG00000135069","NM_058179","PSAT1"
"ENSG00000101624","NM_024899","CEP76"
"ENSG00000160714","NM_017582","UBE2Q1"
"ENSG00000101624","NM_001271989","CEP76"
"ENSG00000019582","NM_001025158","CD74"
"ENSG00000198908","NM_030639","BHLHB9"
"ENSG00000198752","NM_006035","CDC42BPB"
"ENSG00000204576","NM_025263","PRR3"
"ENSG00000084444","NM_020853","KIAA1467"
"ENSG00000198908","NM_001142527","BHLHB9"
"ENSG00000198908","NM_001142526","BHLHB9"
"ENSG00000198908","NM_001142525","BHLHB9"
"ENSG00000198908","NM_001142528","BHLHB9"
"ENSG00000198908","NM_001142524","BHLHB9"
"ENSG00000213578","NM_001030005","CPLX3"
"ENSG00000198908","NM_001142529","BHLHB9"
"ENSG00000204576","NM_001077497","PRR3"
"ENSG00000198908","NM_001142530","BHLHB9"
"ENSG00000197713","NM_199229","RPE"
"ENSG00000226907","NM_001017438","CT45A6"
"ENSG00000019582","NM_001025159","CD74"
"ENSG00000019582","NM_004355","CD74"
"ENSG00000167447","NM_018149","SMG8"
"ENSG00000117133","NM_025065","RPF1"
"ENSG00000198612","NM_006710","COPS8"
"ENSG00000134644","NM_014676","PUM1"
"ENSG00000183346","NM_173554","C10orf107"
"ENSG00000091592","NM_001033053","NLRP1"
"ENSG00000173875","NM_153358","ZNF791"
"ENSG00000198612","NM_198189","COPS8"
"ENSG00000171680","NM_198681","PLEKHG5"
"ENSG00000134644","NM_001020658","PUM1"
"ENSG00000067057","NM_002627","PFKP"
"ENSG00000186153","NM_016373","WWOX"
"ENSG00000197713","NM_006916","RPE"
"ENSG00000115267","NM_022168","IFIH1"
"ENSG00000197713","NM_001278282","RPE"
"ENSG00000197713","NM_001278283","RPE"
"ENSG00000067057","NM_001242339","PFKP"
"ENSG00000171680","NM_020631","PLEKHG5"
"ENSG00000197713","NM_001278289","RPE"
"ENSG00000135387","NM_005898","CAPRIN1"
"ENSG00000171680","NM_001042663","PLEKHG5"
"ENSG00000091592","NM_033006","NLRP1"
"ENSG00000174021","NM_005274","GNG5"
"ENSG00000135387","NM_203364","CAPRIN1"
"ENSG00000164932","NM_138455","CTHRC1"
"ENSG00000127954","NM_024636","STEAP4"
"ENSG00000127954","NM_001205315","STEAP4"
"ENSG00000171680","NM_001265592","PLEKHG5"
"ENSG00000186153","NM_130844","WWOX"
"ENSG00000127954","NM_001205316","STEAP4"
"ENSG00000164932","NM_001256099","CTHRC1"
"ENSG00000171680","NM_001265593","PLEKHG5"
"ENSG00000171680","NM_001265594","PLEKHG5"
"ENSG00000171680","NM_001042664","PLEKHG5"
"ENSG00000203872","NM_001010868","C6orf163"
"ENSG00000186153","NM_130791","WWOX"
"ENSG00000171680","NM_001042665","PLEKHG5"
"ENSG00000197713","NM_001278285","RPE"
"ENSG00000091592","NM_033004","NLRP1"
"ENSG00000091592","NM_014922","NLRP1"
"ENSG00000091592","NM_033007","NLRP1"
"ENSG00000150347","NM_032199","ARID5B"
"ENSG00000182348","NM_181646","ZNF804B"
"ENSG00000150347","NM_001244638","ARID5B"
"ENSG00000146809","NM_080928","ASB15"
"ENSG00000164645","NM_152706","C7orf62"
"ENSG00000197079","NM_002280","KRT35"
"ENSG00000152076","NM_001258307","CCDC74B"
"ENSG00000105983","NM_022458","LMBR1"
"ENSG00000164933","NM_030780","SLC25A32"
"ENSG00000152076","NM_207310","CCDC74B"
"ENSG00000160716","NM_000748","CHRNB2"
"ENSG00000188486","NM_002105","H2AFX"
"ENSG00000011590","NM_014383","ZBTB32"
"ENSG00000135945","NM_001037872","REV1"
"ENSG00000135945","NM_016316","REV1"
"ENSG00000183044","NM_020686","ABAT"
"ENSG00000126337","NM_003771","KRT36"
"ENSG00000145246","NM_020453","ATP10D"
"ENSG00000164647","NM_012449","STEAP1"
"ENSG00000123395","NM_021934","C12orf44"
"ENSG00000123395","NM_001098673","C12orf44"
"ENSG00000272514","NM_001031743","C6ORF165"
"ENSG00000163491","NM_199347","NEK10"
"ENSG00000183044","NM_001127448","ABAT"
"ENSG00000133983","NM_016468","COX16"
"ENSG00000087077","NM_003302","TRIP6"
"ENSG00000183044","NM_000663","ABAT"
"ENSG00000117151","NM_004388","CTBS"
"ENSG00000138678","NM_001256421","AGPAT9"
"ENSG00000153982","NM_182569","GDPD1"
"ENSG00000138678","NM_032717","AGPAT9"
"ENSG00000138678","NM_001256422","AGPAT9"
"ENSG00000153982","NM_001165993","GDPD1"
"ENSG00000162408","NM_024654","NOL9"
"ENSG00000153982","NM_001165994","GDPD1"
"ENSG00000138463","NM_032839","DIRC2"
"ENSG00000172269","NM_001382","DPAGT1"
"ENSG00000228672","NM_001161546","PROB1"
"ENSG00000272333","NM_014727","KMT2B"
"ENSG00000139168","NM_033114","ZCRB1"
"ENSG00000205858","NM_001195280","LRRC72"
"ENSG00000170786","NM_138969","SDR16C5"
"ENSG00000171401","NM_153490","KRT13"
"ENSG00000108018","NM_001206570","SORCS1"
"ENSG00000108018","NM_052918","SORCS1"
"ENSG00000171401","NM_002274","KRT13"
"ENSG00000178750","NM_001001850","STX19"
"ENSG00000102128","NM_001031834","RAB40AL"
"ENSG00000089472","NM_014799","HEPH"
"ENSG00000133398","NM_032286","MED10"
"ENSG00000111012","NM_000785","CYP27B1"
"ENSG00000140474","NM_001099436","ULK3"
"ENSG00000170807","NM_207163","LMOD2"
"ENSG00000089472","NM_001130860","HEPH"
"ENSG00000074276","NM_001171976","CDHR2"
"ENSG00000089472","NM_001282141","HEPH"
"ENSG00000108018","NM_001206571","SORCS1"
"ENSG00000108018","NM_001206569","SORCS1"
"ENSG00000108018","NM_001013031","SORCS1"
"ENSG00000108018","NM_001206572","SORCS1"
"ENSG00000181433","NM_018666","SAGE1"
"ENSG00000074276","NM_017675","CDHR2"
"ENSG00000178700","NM_176815","DHFRL1"
"ENSG00000102606","NM_003899","ARHGEF7"
"ENSG00000178700","NM_001195643","DHFRL1"
"ENSG00000089472","NM_138737","HEPH"
"ENSG00000196419","NM_001469","XRCC6"
"ENSG00000106524","NM_020319","ANKMY2"
"ENSG00000102606","NM_001113513","ARHGEF7"
"ENSG00000181195","NM_006211","PENK"
"ENSG00000116977","NM_201545","LGALS8"
"ENSG00000182010","NM_145307","RTKN2"
"ENSG00000126246","NM_024660","IGFLR1"
"ENSG00000111305","NM_153823","GSG1"
"ENSG00000182010","NM_001282941","RTKN2"
"ENSG00000170469","NM_194296","SPATA24"
"ENSG00000181195","NM_001135690","PENK"
"ENSG00000183807","NM_001085480","FAM162B"
"ENSG00000106299","NM_003941","WASL"
"ENSG00000116977","NM_201543","LGALS8"
"ENSG00000102606","NM_145735","ARHGEF7"
"ENSG00000102606","NM_001113511","ARHGEF7"
"ENSG00000102606","NM_001113512","ARHGEF7"
"ENSG00000140474","NM_001284364","ULK3"
"ENSG00000116977","NM_201544","LGALS8"
"ENSG00000111305","NM_031289","GSG1"
"ENSG00000111305","NM_001206845","GSG1"
"ENSG00000198858","NM_138774","R3HDM4"
"ENSG00000111305","NM_001206842","GSG1"
"ENSG00000133169","NM_018476","BEX1"
"ENSG00000135372","NM_024662","NAT10"
"ENSG00000111305","NM_001080554","GSG1"
"ENSG00000143891","NM_138801","GALM"
"ENSG00000130921","NM_152269","C12orf65"
"ENSG00000135372","NM_001144030","NAT10"
"ENSG00000018408","NM_001168278","WWTR1"
"ENSG00000153495","NM_152324","TEX29"
"ENSG00000018408","NM_015472","WWTR1"
"ENSG00000111305","NM_001080555","GSG1"
"ENSG00000178573","NM_005360","MAF"
"ENSG00000175354","NM_080422","PTPN2"
"ENSG00000018408","NM_001168280","WWTR1"
"ENSG00000178573","NM_001031804","MAF"
"ENSG00000111305","NM_001206843","GSG1"
"ENSG00000168826","NM_145291","ZBTB49"
"ENSG00000173612","NM_148963","GPRC6A"
"ENSG00000130921","NM_001143905","C12orf65"
"ENSG00000173612","NM_001286355","GPRC6A"
"ENSG00000115271","NM_012198","GCA"
"ENSG00000184857","NM_015421","TMEM186"
"ENSG00000175354","NM_001207013","PTPN2"
"ENSG00000173612","NM_001286354","GPRC6A"
"ENSG00000182968","NM_005986","SOX1"
"ENSG00000214530","NM_006645","STARD10"
"ENSG00000175354","NM_080423","PTPN2"
"ENSG00000116977","NM_006499","LGALS8"
"ENSG00000164934","NM_015420","DCAF13"
"ENSG00000175354","NM_002828","PTPN2"
"ENSG00000167767","NM_001081492","KRT80"
"ENSG00000167767","NM_182507","KRT80"
"ENSG00000175155","NM_001005404","YPEL2"
"ENSG00000108854","NM_022739","SMURF2"
"ENSG00000139174","NM_153026","PRICKLE1"
"ENSG00000153498","NM_145248","SPACA7"
"ENSG00000101367","NM_012325","MAPRE1"
"ENSG00000139174","NM_001144881","PRICKLE1"
"ENSG00000172375","NM_014807","C2CD2L"
"ENSG00000163623","NM_006168","NKX6-1"
"ENSG00000185002","NM_173560","RFX6"
"ENSG00000139174","NM_001144883","PRICKLE1"
"ENSG00000139174","NM_001144882","PRICKLE1"
"ENSG00000215218","NM_001145161","UBE2QL1"
"ENSG00000083799","NM_001042355","CYLD"
"ENSG00000037897","NM_005371","METTL1"
"ENSG00000142528","NM_001006656","ZNF473"
"ENSG00000083799","NM_015247","CYLD"
"ENSG00000037897","NM_023033","METTL1"
"ENSG00000077147","NM_020123","TM9SF3"
"ENSG00000170162","NM_153453","VGLL2"
"ENSG00000163624","NM_001263","CDS1"
"ENSG00000106829","NM_007005","TLE4"
"ENSG00000142528","NM_015428","ZNF473"
"ENSG00000170162","NM_182645","VGLL2"
"ENSG00000145198","NM_138345","VWA5B2"
"ENSG00000157214","NM_152999","STEAP2"
"ENSG00000157214","NM_001244944","STEAP2"
"ENSG00000178694","NM_022072","NSUN3"
"ENSG00000083799","NM_001042412","CYLD"
"ENSG00000157214","NM_001244945","STEAP2"
"ENSG00000120907","NM_033303","ADRA1A"
"ENSG00000161265","NM_001040425","U2AF1L4"
"ENSG00000138311","NM_014951","ZNF365"
"ENSG00000157214","NM_001040665","STEAP2"
"ENSG00000120907","NM_033302","ADRA1A"
"ENSG00000157214","NM_001244946","STEAP2"
"ENSG00000147206","NM_022052","NXF3"
"ENSG00000140650","NM_000303","PMM2"
"ENSG00000138311","NM_199450","ZNF365"
"ENSG00000161265","NM_144987","U2AF1L4"
"ENSG00000162975","NM_002236","KCNF1"
"ENSG00000157214","NM_001040666","STEAP2"
"ENSG00000120907","NM_033304","ADRA1A"
"ENSG00000082293","NM_001858","COL19A1"
"ENSG00000152315","NM_022054","KCNK13"
"ENSG00000120907","NM_000680","ADRA1A"
"ENSG00000138311","NM_199451","ZNF365"
"ENSG00000054356","NM_001199763","PTPRN"
"ENSG00000106829","NM_001282748","TLE4"
"ENSG00000173662","NM_138697","TAS1R1"
"ENSG00000150873","NM_182500","C2orf50"
"ENSG00000054356","NM_002846","PTPRN"
"ENSG00000173662","NM_177540","TAS1R1"
"ENSG00000161652","NM_152358","IZUMO2"
"ENSG00000138311","NM_199452","ZNF365"
"ENSG00000172273","NM_198971","HINFP"
"ENSG00000172273","NM_015517","HINFP"
"ENSG00000172273","NM_001243259","HINFP"
"ENSG00000169446","NM_173470","MMGT1"
"ENSG00000106829","NM_001282749","TLE4"
"ENSG00000054356","NM_001199764","PTPRN"
"ENSG00000168589","NM_130897","DYNLRB2"
"ENSG00000167098","NM_080675","SUN5"
"ENSG00000100764","NM_002802","PSMC1"
"ENSG00000160710","NM_001111","ADAR"
"ENSG00000160710","NM_015841","ADAR"
"ENSG00000160710","NM_015840","ADAR"
"ENSG00000213463","NM_018373","SYNJ2BP"
"ENSG00000171346","NM_002275","KRT15"
"ENSG00000106829","NM_001282753","TLE4"
"ENSG00000117155","NM_014021","SSX2IP"
"ENSG00000117155","NM_001166293","SSX2IP"
"ENSG00000117155","NM_001166294","SSX2IP"
"ENSG00000104331","NM_017813","IMPAD1"
"ENSG00000139985","NM_003813","ADAM21"
"ENSG00000162976","NM_152391","PQLC3"
"ENSG00000170464","NM_152686","DNAJC18"
"ENSG00000084628","NM_024522","NKAIN1"
"ENSG00000134007","NM_003814","ADAM20"
"ENSG00000162976","NM_001282711","PQLC3"
"ENSG00000126216","NM_006322","TUBGCP3"
"ENSG00000117155","NM_001166295","SSX2IP"
"ENSG00000117155","NM_001166417","SSX2IP"
"ENSG00000162976","NM_001282710","PQLC3"
"ENSG00000126216","NM_001286278","TUBGCP3"
"ENSG00000169122","NM_147189","FAM110B"
"ENSG00000204859","NM_001278648","ZBTB48"
"ENSG00000204859","NM_001278647","ZBTB48"
"ENSG00000204859","NM_005341","ZBTB48"
"ENSG00000078898","NM_025227","BPIFB2"
"ENSG00000166446","NM_152342","CDYL2"
"ENSG00000160710","NM_001025107","ADAR"
"ENSG00000160710","NM_001193495","ADAR"
"ENSG00000116014","NM_032551","KISS1R"
"ENSG00000197595","NM_207440","C13orf35"
"ENSG00000171517","NM_012152","LPAR3"
"ENSG00000037474","NM_017755","NSUN2"
"ENSG00000164587","NM_001025070","RPS14"
"ENSG00000164587","NM_005617","RPS14"
"ENSG00000164587","NM_001025071","RPS14"
"ENSG00000198689","NM_001177651","SLC9A6"
"ENSG00000037474","NM_001193455","NSUN2"
"ENSG00000136261","NM_014038","BZW2"
"ENSG00000198689","NM_006359","SLC9A6"
"ENSG00000198689","NM_001042537","SLC9A6"
"ENSG00000060688","NM_004814","SNRNP40"
"ENSG00000116017","NM_005224","ARID3A"
"ENSG00000104774","NM_000528","MAN2B1"
"ENSG00000104774","NM_001173498","MAN2B1"
"ENSG00000108406","NM_024612","DHX40"
"ENSG00000133997","NM_005466","MED6"
"ENSG00000133997","NM_001284209","MED6"
"ENSG00000108406","NM_001166301","DHX40"
"ENSG00000133997","NM_001284210","MED6"
"ENSG00000140497","NM_005697","SCAMP2"
"ENSG00000114744","NM_016094","COMMD2"
"ENSG00000168824","NM_001287763","NSG1"
"ENSG00000085415","NM_031216","SEH1L"
"ENSG00000080224","NM_001080448","EPHA6"
"ENSG00000204574","NM_001025091","ABCF1"
"ENSG00000085415","NM_001013437","SEH1L"
"ENSG00000103121","NM_020188","CMC2"
"ENSG00000204574","NM_001090","ABCF1"
"ENSG00000168477","NM_032470","TNXB"
"ENSG00000168824","NM_001040101","NSG1"
"ENSG00000168824","NM_014392","NSG1"
"ENSG00000080224","NM_001278300","EPHA6"
"ENSG00000080224","NM_173655","EPHA6"
"ENSG00000153898","NM_153259","MCOLN2"
"ENSG00000080224","NM_001278301","EPHA6"
"ENSG00000168477","NM_019105","TNXB"
"ENSG00000119285","NM_018072","HEATR1"
"ENSG00000123427","NM_015433","METTL21B"
"ENSG00000136261","NM_001159767","BZW2"
"ENSG00000123427","NM_206914","METTL21B"
"ENSG00000006744","NM_018127","ELAC2"
"ENSG00000006744","NM_173717","ELAC2"
"ENSG00000167104","NM_174897","BPIFB6"
"ENSG00000196781","NM_005077","TLE1"
"ENSG00000115875","NM_001195446","SRSF7"
"ENSG00000115875","NM_001031684","SRSF7"
"ENSG00000111328","NM_004642","CDK2AP1"
"ENSG00000111328","NM_001270434","CDK2AP1"
"ENSG00000111328","NM_001270433","CDK2AP1"
"ENSG00000164346","NM_014886","NSA2"
"ENSG00000164346","NM_001271665","NSA2"
"ENSG00000006744","NM_001165962","ELAC2"
"ENSG00000070614","NM_001543","NDST1"
"ENSG00000205155","NM_001281532","PSENEN"
"ENSG00000161547","NM_003016","SRSF2"
"ENSG00000186190","NM_182658","BPIFB3"
"ENSG00000161547","NM_001195427","SRSF2"
"ENSG00000100138","NM_001003796","NHP2L1"
"ENSG00000172350","NM_022169","ABCG4"
"ENSG00000145244","NM_006587","CORIN"
"ENSG00000206199","NM_001144960","ANKUB1"
"ENSG00000172350","NM_001142505","ABCG4"
"ENSG00000100138","NM_005008","NHP2L1"
"ENSG00000145244","NM_001278585","CORIN"
"ENSG00000129474","NM_032876","AJUBA"
"ENSG00000214929","NM_001001670","SPATA31D1"
"ENSG00000129474","NM_198086","AJUBA"
"ENSG00000267796","NM_019104","LIN37"
"ENSG00000145244","NM_001278586","CORIN"
"ENSG00000143603","NM_001204087","KCNN3"
"ENSG00000143603","NM_002249","KCNN3"
"ENSG00000184208","NM_001142964","C22orf46"
"ENSG00000065268","NM_024100","WDR18"
"ENSG00000184611","NM_033272","KCNH7"
"ENSG00000153046","NM_004824","CDYL"
"ENSG00000184611","NM_173162","KCNH7"
"ENSG00000143603","NM_170782","KCNN3"
"ENSG00000153046","NM_001143970","CDYL"
"ENSG00000164414","NM_006416","SLC35A1"
"ENSG00000015592","NM_030795","STMN4"
"ENSG00000153046","NM_001143971","CDYL"
"ENSG00000164414","NM_001168398","SLC35A1"
"ENSG00000111145","NM_005230","ELK3"
"ENSG00000068650","NM_032189","ATP11A"
"ENSG00000015592","NM_001283055","STMN4"
"ENSG00000068650","NM_015205","ATP11A"
"ENSG00000015592","NM_001283054","STMN4"
"ENSG00000015592","NM_001283053","STMN4"
"ENSG00000165105","NM_152573","RASEF"
"ENSG00000168010","NM_033388","ATG16L2"
"ENSG00000215114","NM_001077619","UBXN2B"
"ENSG00000103449","NM_002968","SALL1"
"ENSG00000103449","NM_001127892","SALL1"
"ENSG00000121766","NM_016505","ZCCHC17"
"ENSG00000121766","NM_001282570","ZCCHC17"
"ENSG00000171992","NM_001166208","SYNPO"
"ENSG00000077522","NM_001278344","ACTN2"
"ENSG00000077522","NM_001103","ACTN2"
"ENSG00000171992","NM_001166209","SYNPO"
"ENSG00000171992","NM_007286","SYNPO"
"ENSG00000167910","NM_000780","CYP7A1"
"ENSG00000121766","NM_001282568","ZCCHC17"
"ENSG00000162643","NM_001288563","WDR63"
"ENSG00000171992","NM_001109974","SYNPO"
"ENSG00000077522","NM_001278343","ACTN2"
"ENSG00000153048","NM_001042476","CARHSP1"
"ENSG00000153048","NM_001278262","CARHSP1"
"ENSG00000153048","NM_001278266","CARHSP1"
"ENSG00000153048","NM_001278265","CARHSP1"
"ENSG00000153048","NM_001278260","CARHSP1"
"ENSG00000153048","NM_001278264","CARHSP1"
"ENSG00000153048","NM_001278263","CARHSP1"
"ENSG00000153048","NM_014316","CARHSP1"
"ENSG00000121766","NM_001282569","ZCCHC17"
"ENSG00000162643","NM_145172","WDR63"
"ENSG00000153048","NM_001278261","CARHSP1"
"ENSG00000121766","NM_001282567","ZCCHC17"
"ENSG00000105792","NM_001039706","C7orf63"
"ENSG00000105792","NM_001160138","C7orf63"
"ENSG00000134318","NM_004850","ROCK2"
"ENSG00000172159","NM_001244962","FRMD3"
"ENSG00000166451","NM_001100624","CENPN"
"ENSG00000166451","NM_001270474","CENPN"
"ENSG00000144445","NM_152519","KANSL1L"
"ENSG00000166451","NM_018455","CENPN"
"ENSG00000166451","NM_001270473","CENPN"
"ENSG00000166451","NM_001100625","CENPN"
"ENSG00000163344","NM_006556","PMVK"
"ENSG00000168818","NM_016930","STX18"
"ENSG00000198780","NM_015566","FAM169A"
"ENSG00000172159","NM_001244961","FRMD3"
"ENSG00000176809","NM_199340","LRRC37A3"
"ENSG00000082684","NM_001256348","SEMA5B"
"ENSG00000082684","NM_001031702","SEMA5B"
"ENSG00000163625","NM_014991","WDFY3"
"ENSG00000249751","NM_001077693","ECSCR"
"ENSG00000082684","NM_001256346","SEMA5B"
"ENSG00000214160","NM_005787","ALG3"
"ENSG00000214160","NM_001006941","ALG3"
"ENSG00000162413","NM_014851","KLHL21"
"ENSG00000087087","NM_001128853","SRRT"
"ENSG00000087087","NM_001128854","SRRT"
"ENSG00000100802","NM_001130708","C14orf93"
"ENSG00000100802","NM_021944","C14orf93"
"ENSG00000172159","NM_001244959","FRMD3"
"ENSG00000100802","NM_001282970","C14orf93"
"ENSG00000004776","NM_144617","HSPB6"
"ENSG00000178802","NM_002435","MPI"
"ENSG00000182263","NM_018086","FIGN"
"ENSG00000082684","NM_001256347","SEMA5B"
"ENSG00000172159","NM_001244960","FRMD3"
"ENSG00000172159","NM_174938","FRMD3"
"ENSG00000087087","NM_015908","SRRT"
"ENSG00000087087","NM_001128852","SRRT"
"ENSG00000134531","NM_001423","EMP1"
"ENSG00000100802","NM_001130706","C14orf93"
"ENSG00000100802","NM_001282969","C14orf93"
"ENSG00000100802","NM_001282968","C14orf93"
"ENSG00000177791","NM_021245","MYOZ1"
"ENSG00000116273","NM_153812","PHF13"
"ENSG00000123154","NM_001099737","WDR83"
"ENSG00000167077","NM_152513","MEI1"
"ENSG00000055732","NM_018298","MCOLN3"
"ENSG00000146282","NM_020320","RARS2"
"ENSG00000133985","NM_015351","TTC9"
"ENSG00000055732","NM_001253693","MCOLN3"
"ENSG00000132305","NM_001100169","IMMT"
"ENSG00000132305","NM_006839","IMMT"
"ENSG00000132305","NM_001100170","IMMT"
"ENSG00000106302","NM_012269","HYAL4"
"ENSG00000184584","NM_198282","TMEM173"
"ENSG00000123297","NM_005726","TSFM"
"ENSG00000123297","NM_001172696","TSFM"
"ENSG00000171345","NM_002276","KRT19"
"ENSG00000138081","NM_025133","FBXO11"
"ENSG00000123154","NM_032332","WDR83"
"ENSG00000137575","NM_001007068","SDCBP"
"ENSG00000137575","NM_005625","SDCBP"
"ENSG00000137575","NM_001007069","SDCBP"
"ENSG00000105357","NM_001145809","MYH14"
"ENSG00000148057","NM_001001551","IDNK"
"ENSG00000186191","NM_182519","BPIFB4"
"ENSG00000123297","NM_001172697","TSFM"
"ENSG00000148057","NM_001256915","IDNK"
"ENSG00000123297","NM_001172695","TSFM"
"ENSG00000138081","NM_001190274","FBXO11"
"ENSG00000166317","NM_024875","SYNPO2L"
"ENSG00000261190","NM_001242473","C16orf97"
"ENSG00000041988","NM_001195753","THAP3"
"ENSG00000097096","NM_032184","SYDE2"
"ENSG00000166317","NM_001114133","SYNPO2L"
"ENSG00000041988","NM_001195752","THAP3"
"ENSG00000164591","NM_133371","MYOZ3"
"ENSG00000164591","NM_001122853","MYOZ3"
"ENSG00000105357","NM_024729","MYH14"
"ENSG00000105357","NM_001077186","MYH14"
"ENSG00000041988","NM_138350","THAP3"
"ENSG00000106304","NM_001174044","SPAM1"
"ENSG00000106304","NM_003117","SPAM1"
"ENSG00000106304","NM_001174045","SPAM1"
"ENSG00000106304","NM_001174046","SPAM1"
"ENSG00000106304","NM_153189","SPAM1"
"ENSG00000137575","NM_001007067","SDCBP"
"ENSG00000137575","NM_001007070","SDCBP"
"ENSG00000160703","NM_001282143","NLRX1"
"ENSG00000131050","NM_080574","BPIFA2"
"ENSG00000160703","NM_024618","NLRX1"
"ENSG00000160703","NM_001282358","NLRX1"
"ENSG00000103460","NM_001146188","TOX3"
"ENSG00000162642","NM_198077","C1orf52"
"ENSG00000102409","NM_001080425","BEX4"
"ENSG00000102409","NM_001127688","BEX4"
"ENSG00000103460","NM_001080430","TOX3"
"ENSG00000160703","NM_001282144","NLRX1"
"ENSG00000167595","NM_001039887","C19orf55"
"ENSG00000205436","NM_001077594","EXOC3L4"
"ENSG00000006432","NM_001284230","MAP3K9"
"ENSG00000160703","NM_170722","NLRX1"
"ENSG00000006432","NM_033141","MAP3K9"
"ENSG00000176155","NM_198082","CCDC57"
"ENSG00000006432","NM_001284232","MAP3K9"
"ENSG00000131059","NM_178466","BPIFA3"
"ENSG00000086589","NM_018047","RBM22"
"ENSG00000142867","NM_003921","BCL10"
"ENSG00000131059","NM_001042439","BPIFA3"
"ENSG00000187555","NM_003470","USP7"
"ENSG00000187555","NM_001286458","USP7"
"ENSG00000116984","NM_000254","MTR"
"ENSG00000166454","NM_015251","ATMIN"
"ENSG00000121769","NM_004102","FABP3"
"ENSG00000135018","NM_053067","UBQLN1"
"ENSG00000135018","NM_013438","UBQLN1"
"ENSG00000173157","NM_025003","ADAMTS20"
"ENSG00000166016","NM_145804","ABTB2"
"ENSG00000101639","NM_032142","CEP192"
"ENSG00000244020","NM_001276687","MT1HL1"
"ENSG00000187555","NM_001286457","USP7"
"ENSG00000059758","NM_002595","CDK17"
"ENSG00000059758","NM_001170464","CDK17"
"ENSG00000182698","NM_001007089","RESP18"
"ENSG00000273079","NM_000834","GRIN2B"
"ENSG00000135480","NM_005556","KRT7"
"ENSG00000082996","NM_183381","RNF13"
"ENSG00000153904","NM_001134445","DDAH1"
