Ensembl_gene_id	Omim_gene_description
ENSG00000151914	Epidermolysis bullosa simplex, autosomal recessive 2, 615425 (3), Autosomal recessive; ?Neuropathy, hereditary sensory and autonomic, type VI, 614653 (3), Autosomal recessive
ENSG00000151929	Cardiomyopathy, dilated, 1HH, 613881 (3), Autosomal dominant; Myopathy, myofibrillar, 6, 612954 (3), Autosomal dominant
ENSG00000152056	{Psoriasis 15, pustular, susceptibility to}, 616106 (3), Autosomal dominant
ENSG00000152104	?Choanal atresia and lymphedema, 613611 (3), Autosomal recessive
ENSG00000152137	Charcot-Marie-Tooth disease, axonal, type 2L, 608673 (3), Autosomal dominant; Neuropathy, distal hereditary motor, type IIA, 158590 (3), Autosomal dominant
ENSG00000152208	Spinocerebellar ataxia, autosomal recessive 18, 616204 (3), Autosomal recessive
ENSG00000152217	Mental retardation, autosomal dominant 29, 616078 (3), Autosomal dominant; Schinzel-Giedion midface retraction syndrome, 269150 (3), Autosomal dominant
ENSG00000152223	Vici syndrome, 242840 (3), Autosomal recessive
ENSG00000152234	?Combined oxidative phosphorylation deficiency 22, 616045 (3), Autosomal recessive; ?Mitochondrial complex (ATP synthase) deficiency, nuclear type 4, 615228 (3), Autosomal recessive
ENSG00000152266	Hypoparathyroidism, autosomal dominant, 146200 (3), Autosomal dominant; Hypoparathyroidism, autosomal recessive, 146200 (3), Autosomal dominant
ENSG00000152422	Short stature, microcephaly, and endocrine dysfunction, 616541 (3), Autosomal recessive
ENSG00000152457	Omenn syndrome, 603554 (3), Autosomal recessive; Severe combined immunodeficiency, Athabascan type, 602450 (3), Autosomal recessive
ENSG00000152492	?Deafness, autosomal dominant 44, 607453 (3), Autosomal dominant
ENSG00000152503	?Anencephaly, 206500 (3), Autosomal recessive
ENSG00000152556	Glycogen storage disease VII, 232800 (3), Autosomal recessive
ENSG00000152578	Neurodevelopmental disorder with or without seizures and gait abnormalities, 617864 (3), Autosomal dominant
ENSG00000152591	Deafness, autosomal dominant 39, with dentinogenesis, 605594 (3), Autosomal dominant; Dentin dysplasia, type II, 125420 (3), Autosomal dominant; Dentinogenesis imperfecta, Shields type II, 125490 (3), Autosomal dominant; Dentinogenesis imperfecta, Shields type III, 125500 (3), Autosomal dominant
ENSG00000152592	Hypophosphatemic rickets, AR, 241520 (3), Autosomal recessive
ENSG00000152620	?2,4-dienoyl-CoA reductase deficiency, 616034 (3), Autosomal recessive
ENSG00000152642	Brugada syndrome 2, 611777 (3)
ENSG00000152661	Atrioventricular septal defect 3, 600309 (3), Autosomal dominant; Craniometaphyseal dysplasia, autosomal recessive, 218400 (3), Autosomal recessive; Erythrokeratodermia variabilis et progressiva 3, 617525 (3), Autosomal dominant; Hypoplastic left heart syndrome 1, 241550 (3), Autosomal recessive; Oculodentodigital dysplasia, 164200 (3), Autosomal dominant; Oculodentodigital dysplasia, autosomal recessive, 257850 (3), Autosomal recessive; Palmoplantar keratoderma with congenital alopecia, 104100 (3), Autosomal dominant; Syndactyly, type III, 186100 (3), Autosomal dominant
ENSG00000152669	Ciliary dyskinesia, primary, 29, 615872 (3), Autosomal recessive
ENSG00000152700	Chylomicron retention disease, 246700 (3), Autosomal recessive
ENSG00000152779	Cataract 47, juvenile, with microcornea, 612018 (3), Autosomal dominant
ENSG00000152784	?Epilepsy, progressive myoclonic, 10, 616640 (3), Autosomal recessive
ENSG00000152795	Muscular dystrophy, limb-girdle, autosomal dominant 3, 609115 (3), Autosomal dominant
ENSG00000152822	Spinocerebellar ataxia 44, 617691 (3), Autosomal dominant; Spinocerebellar ataxia, autosomal recessive 13, 614831 (3), Autosomal recessive
ENSG00000152939	Deafness, autosomal recessive 49, 610153 (3), Autosomal recessive
ENSG00000152952	Bruck syndrome 2, 609220 (3), Autosomal recessive
ENSG00000152977	Craniosynostosis 6, 616602 (3), Autosomal dominant
ENSG00000153015	Retinitis pigmentosa with or without skeletal anomalies, 250410 (3), Autosomal recessive
ENSG00000153113	Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads, 616295 (3), Autosomal recessive
ENSG00000153187	Epileptic encephalopathy, early infantile, 54, 617391 (3), Autosomal dominant
ENSG00000153201	{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3), Autosomal dominant
ENSG00000153208	Retinitis pigmentosa 38, 613862 (3), Autosomal recessive
ENSG00000153253	Epilepsy, familial focal, with variable foci 4, 617935 (3), Autosomal dominant; Epileptic encephalopathy, early infantile, 62, 617938 (3), Autosomal dominant
ENSG00000153283	C syndrome, 211750 (3), Autosomal dominant
ENSG00000153487	Squamous cell carcinoma, head and neck, somatic, 275355 (3)
ENSG00000153563	CD8 deficiency, familial, 608957 (3), Autosomal recessive
ENSG00000153574	?Ribose 5-phosphate isomerase deficiency, 608611 (3), Autosomal recessive
ENSG00000153827	Mental retardation, autosomal dominant 49, 617752 (3), Autosomal dominant
ENSG00000153902	Arthrogryposis multiplex congenita, neurogenic, with myelin defect, 617468 (3), Autosomal recessive
ENSG00000153922	Pilarowski-Bjornsson syndrome, 617682 (3), Autosomal dominant
ENSG00000153933	{Hemolytic uremic syndrome, atypical, susceptibility to, 7}, 615008 (3), Autosomal recessive; Nephrotic syndrome, type 7, 615008 (3), Autosomal recessive
ENSG00000153989	?Congenital disorder of glycosylation, type 1aa, 617082 (3), Autosomal recessive; Mental retardation, autosomal dominant 55, with seizures, 617831 (3), Autosomal dominant
ENSG00000154099	Ciliary dyskinesia, primary, 13, 613193 (3), Autosomal recessive
ENSG00000154118	Huntington disease-like 2, 606438 (3), Autosomal dominant
ENSG00000154122	Chondrocalcinosis 2, 118600 (3), Autosomal dominant; Craniometaphyseal dysplasia, 123000 (3), Autosomal dominant
ENSG00000154124	Autoinflammation, panniculitis, and dermatosis syndrome, 617099 (3), Autosomal recessive
ENSG00000154134	Gaze palsy, familial horizontal, with progressive scoliosis, 1, 607313 (3), Autosomal recessive
ENSG00000154153	Neuropathy, hereditary sensory and autonomic, type IIB, 613115 (3), Autosomal recessive
ENSG00000154227	Ichthyosis, congenital, autosomal recessive 9, 615023 (3), Autosomal recessive
ENSG00000154229	Pituitary tumor, invasive (3)
ENSG00000154277	{?Parkinson disease 5, susceptibility to}, 613643 (3); Spastic paraplegia 79, autosomal recessive, 615491 (3), Autosomal recessive
ENSG00000154310	Mental retardation, autosomal recessive 54, 617028 (3), Autosomal recessive
ENSG00000154415	Insulin resistance, severe, digenic, 125853 (3), Autosomal dominant
ENSG00000154485	Heterotaxy, visceral, 7, autosomal, 616749 (3), Autosomal recessive
ENSG00000154646	Enterokinase deficiency, 226200 (3), Autosomal recessive
ENSG00000154678	?Deafness, autosomal dominant 74, 618140 (3)
ENSG00000154743	Pontocerebellar hypoplasia type 2B, 612389 (3), Autosomal recessive
ENSG00000154764	Fuhrmann syndrome, 228930 (3), Autosomal recessive; Ulna and fibula, absence of, with severe limb deficiency, 276820 (3), Autosomal recessive
ENSG00000154767	Xeroderma pigmentosum, group C, 278720 (3), Autosomal recessive
ENSG00000154781	Hypotonia, infantile, with psychomotor retardation, 616816 (3), Autosomal recessive
ENSG00000154803	Birt-Hogg-Dube syndrome, 135150 (3), Autosomal dominant; Colorectal cancer, somatic, 114500 (3); Pneumothorax, primary spontaneous, 173600 (3), Autosomal dominant; Renal carcinoma, chromophobe, somatic, 144700 (3)
ENSG00000154856	Hypotrichosis 1, 605389 (3), Autosomal dominant
ENSG00000154864	Arthrogryposis, distal, type 3, 114300 (3), Autosomal dominant; Arthrogryposis, distal, type 5, 108145 (3), Autosomal dominant; Arthrogryposis, distal, with impaired proprioception and touch, 617146 (3), Autosomal recessive; ?Marden-Walker syndrome, 248700 (3), Autosomal dominant
ENSG00000155016	Spastic paraplegia 56, autosomal recessive, 615030 (3), Autosomal recessive
ENSG00000155100	Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies, 617452 (3), Autosomal recessive
ENSG00000155256	Spastic paraplegia 33, autosomal dominant, 610244 (3), Autosomal dominant
ENSG00000155380	Erythrocyte lactate transporter defect, 245340 (3), Autosomal dominant; Hyperinsulinemic hypoglycemia, familial, 7, 610021 (3), Autosomal dominant; Monocarboxylate transporter 1 deficiency, 616095 (3), Autosomal recessive, Autosomal dominant
ENSG00000155465	Lysinuric protein intolerance, 222700 (3), Autosomal recessive
ENSG00000155561	?Nephrotic syndrome, type 13, 616893 (3)
ENSG00000155657	Cardiomyopathy, dilated, 1G, 604145 (3); Cardiomyopathy, familial hypertrophic, 9, 613765 (3), Autosomal dominant; Muscular dystrophy, limb-girdle, autosomal recessive 10, 608807 (3), Autosomal recessive; Myopathy, proximal, with early respiratory muscle involvement, 603689 (3); Salih myopathy, 611705 (3), Autosomal recessive; Tibial muscular dystrophy, tardive, 600334 (3), Autosomal dominant
ENSG00000155719	Deafness, autosomal recessive 22, 607039 (3), Autosomal recessive
ENSG00000155755	Joubert syndrome 14, 614424 (3), Autosomal recessive
ENSG00000155816	Mental retardation, autosomal recessive 47, 616193 (3), Autosomal recessive
ENSG00000155846	{Obesity, variation in}, 601665 (3), Autosomal recessive, Autosomal dominant, Multifactorial
ENSG00000155850	Achondrogenesis Ib, 600972 (3), Autosomal recessive; Atelosteogenesis, type II, 256050 (3), Autosomal recessive; De la Chapelle dysplasia, 256050 (3), Autosomal recessive; Diastrophic dysplasia, 222600 (3), Autosomal recessive; Diastrophic dysplasia, broad bone-platyspondylic variant, 222600 (3), Autosomal recessive; Epiphyseal dysplasia, multiple, 4, 226900 (3), Autosomal recessive
ENSG00000155906	Combined oxidative phosphorylation deficiency 11, 614922 (3), Autosomal recessive
ENSG00000155961	Mental retardation, X-linked 72, 300271 (3), X-linked recessive; ?Waisman syndrome, 311510 (3), X-linked recessive
ENSG00000155962	?Mental retardation, X-linked, syndromic 32, 300886 (3), X-linked recessive
ENSG00000155966	Mental retardation, X-linked, FRAXE type, 309548 (3), X-linked recessive
ENSG00000155974	Fraser syndrome 3, 617667 (3), Autosomal recessive
ENSG00000155975	Spastic paraplegia 53, autosomal recessive, 614898 (3), Autosomal recessive
ENSG00000155980	{Amyotrophic lateral sclerosis, susceptibility to, 25}, 617921 (3), Autosomal dominant; Myoclonus, intractable, neonatal, 617235 (3), Autosomal dominant; Spastic paraplegia 10, autosomal dominant, 604187 (3), Autosomal dominant
ENSG00000156006	[Acetylation, slow], 243400 (3), Autosomal recessive
ENSG00000156052	Capillary malformations, congenital, 1, somatic, mosaic, 163000 (3); Sturge-Weber syndrome, somatic, mosaic, 185300 (3)
ENSG00000156110	Hypermethioninemia due to adenosine kinase deficiency, 614300 (3), Autosomal recessive
ENSG00000156113	?Cerebellar atrophy, developmental delay, and seizures, 617643 (3), Autosomal recessive; Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy, 609446 (3), Autosomal dominant
ENSG00000156140	?Hennekam lymphangiectasia-lymphedema syndrome 3, 618154 (3)
ENSG00000156150	Frontonasal dysplasia 1, 136760 (3), Autosomal recessive
ENSG00000156170	Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3), Autosomal recessive, Mitochondrial
ENSG00000156171	Cone-rod dystrophy 21, 616502 (3), Autosomal recessive
ENSG00000156172	Bardet-Biedl syndrome 21, 617406 (3), Autosomal recessive; Cone-rod dystrophy 16, 614500 (3), Autosomal recessive; Retinitis pigmentosa 64, 614500 (3), Autosomal recessive
ENSG00000156298	Mental retardation, X-linked 58, 300210 (3), X-linked recessive
ENSG00000156313	Cone-rod dystrophy, X-linked, 1, 304020 (3), X-linked; Macular degeneration, X-linked atrophic, 300834 (3), X-linked recessive; Retinitis pigmentosa 3, 300029 (3); Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness, 300455 (3)
ENSG00000156413	Fucosyltransferase 6 deficiency, 613852 (3)
ENSG00000156414	?Spermatogenic failure 30, 618110 (3), Autosomal recessive
ENSG00000156466	Klippel-Feil syndrome 1, autosomal dominant, 118100 (3), Autosomal dominant; Leber congenital amaurosis 17, 615360 (3), Autosomal recessive; Microphthalmia with coloboma 6, digenic, 613703 (3), Autosomal dominant; Microphthalmia, isolated 4, 613094 (3); Multiple synostoses syndrome 4, 617898 (3), Autosomal dominant
ENSG00000156467	Mitochondrial complex III deficiency, nuclear type 3, 615158 (3), Autosomal recessive
ENSG00000156471	Lenz-Majewski hyperostotic dwarfism, 151050 (3), Autosomal dominant
ENSG00000156475	Spinocerebellar ataxia 12, 604326 (3), Autosomal dominant
ENSG00000156515	Hemolytic anemia due to hexokinase deficiency, 235700 (3), Autosomal recessive; Neuropathy, hereditary motor and sensory, Russe type, 605285 (3), Autosomal recessive; Retinitis pigmentosa 79, 617460 (3), Autosomal dominant
ENSG00000156531	Borjeson-Forssman-Lehmann syndrome, 301900 (3), X-linked recessive
ENSG00000156574	Heterotaxy, visceral, 5, 270100 (3), Autosomal dominant
ENSG00000156650	Genitopatellar syndrome, 606170 (3), Autosomal dominant; SBBYSS syndrome, 603736 (3), Autosomal dominant
ENSG00000156709	Combined oxidative phosphorylation deficiency 6, 300816 (3), X-linked recessive; Cowchock syndrome, 310490 (3), X-linked recessive; Deafness, X-linked 5, 300614 (3), X-linked recessive
ENSG00000156738	Immunodeficiency, common variable, 5, 613495 (3), Autosomal recessive
ENSG00000156831	Seckel syndrome 10, 617253 (3), Autosomal recessive
ENSG00000156873	Cirrhosis due to liver phosphorylase kinase deficiency (3); Glycogen storage disease IXc, 613027 (3), Autosomal recessive
ENSG00000156876	?Microcephaly 14, primary, autosomal recessive, 616402 (3), Autosomal recessive
ENSG00000156925	Congenital heart defects, nonsyndromic, 1, X-linked, 306955 (3), X-linked recessive; Heterotaxy, visceral, 1, X-linked, 306955 (3), X-linked recessive; VACTERL association, X-linked, 314390 (3), X-linked recessive
ENSG00000156970	Colorectal cancer, somatic, 114500 (3); Mosaic variegated aneuploidy syndrome 1, 257300 (3), Autosomal recessive; [Premature chromatid separation trait], 176430 (3), Autosomal dominant
ENSG00000156973	?Joubert syndrome 22, 615665 (3), Autosomal recessive
ENSG00000156983	Intellectual developmental disorder with dysmorphic facies and ptosis, 617333 (3), Autosomal dominant
ENSG00000157017	{Obesity, susceptibility to}, 601665 (3), Autosomal recessive, Autosomal dominant, Multifactorial
ENSG00000157087	{Deafness, autosomal recessive 12, modifier of}, 601386 (3), Autosomal recessive
ENSG00000157103	Myoclonic-atonic epilepsy, 616421 (3), Autosomal dominant
ENSG00000157119	Nemaline myopathy 8, autosomal recessive, 615348 (3)
ENSG00000157131	C8 deficiency, type I, 613790 (3), Autosomal recessive
ENSG00000157152	{Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant
ENSG00000157184	CPT II deficiency, infantile, 600649 (3), Autosomal recessive; CPT II deficiency, lethal neonatal, 608836 (3), Autosomal recessive; CPT II deficiency, myopathic, stress-induced, 255110 (3), Autosomal recessive, Autosomal dominant; {Encephalopathy, acute, infection-induced, 4, susceptibility to}, 614212 (3), Autosomal recessive, Autosomal dominant
ENSG00000157193	{Myocardial infarction, susceptibility to}, 608446 (3)
ENSG00000157227	?Winchester syndrome, 277950 (3)
ENSG00000157259	?Cardiomyopathy, dilated, 2B, 614672 (3), Autosomal recessive
ENSG00000157388	Primary aldosteronism, seizures, and neurologic abnormalities, 615474 (3), Autosomal dominant; Sinoatrial node dysfunction and deafness, 614896 (3), Autosomal recessive
ENSG00000157399	Chondrodysplasia punctata, X-linked recessive, 302950 (3), X-linked recessive
ENSG00000157404	Gastrointestinal stromal tumor, familial, 606764 (3), Autosomal dominant, Isolated cases; Germ cell tumors, somatic, 273300 (3); Leukemia, acute myeloid, 601626 (3), Autosomal dominant; Mastocytosis, cutaneous, 154800 (3), Autosomal dominant; Mastocytosis, systemic, somatic, 154800 (3); Piebaldism, 172800 (3), Autosomal dominant
ENSG00000157423	Ciliary dyskinesia, primary, 5, 608647 (3), Autosomal recessive
ENSG00000157483	Glomerulosclerosis, focal segmental, 6, 614131 (3), Autosomal recessive
ENSG00000157500	{Maturity-onset diabetes of the young, type 14}, 616511 (3), Autosomal dominant
ENSG00000157540	Mental retardation, autosomal dominant 7, 614104 (3), Autosomal dominant
ENSG00000157542	Keppen-Lubinsky syndrome, 614098 (3), Autosomal dominant
ENSG00000157613	Osteogenesis imperfecta, type XVI, 616229 (3), Autosomal recessive
ENSG00000157764	Adenocarcinoma of lung, somatic, 211980 (3); Cardiofaciocutaneous syndrome, 115150 (3), Autosomal dominant; Colorectal cancer, somatic (3); LEOPARD syndrome 3, 613707 (3), Autosomal dominant; Melanoma, malignant, somatic (3); Nonsmall cell lung cancer, somatic (3); Noonan syndrome 7, 613706 (3), Autosomal dominant
